ⲇⲉⲃⲃⲱⲣⲁ ⲧⲁⲓ ⲛⲧ ⲁ ⲥ ϣⲱⲡⲉ ⲛ ⲕⲣⲓⲧⲏⲥ	ⲇⲉⲃⲃⲱⲣⲁ	person	Deborah	1
ⲇⲏⲙⲁⲥ	ⲇⲏⲙⲁⲥ	person	Demas	1
ⲇⲓⲁⲃⲟⲗⲟⲥ	ⲇⲓⲁⲃⲟⲗⲟⲥ	person	Devil	3
ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	person	Diocletian	8
ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ ⲇⲉ ⲡ ⲣⲣⲟ	ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	person	Diocletian	2
ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ ⲡ ⲉⲧ ⲟ ⲛ ϫⲟⲉⲓⲥ ⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲧⲏⲣ ϥ	ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	person	Diocletian	1
ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ ⲡ ⲣⲣⲟ	ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	person	Diocletian	4
ⲇⲓⲟⲕⲗⲏⲧⲓⲁⲛⲟⲥ	ⲇⲓⲟⲕⲗⲏⲧⲓⲁⲛⲟⲥ	person	Diocletian	1
ⲉⲃⲟⲧ ⲡⲁⲟⲡⲉ	ⲡⲁⲟⲡⲉ	time	Paopi	1
ⲉⲇⲉⲙ	ⲉⲇⲉⲙ	place	Garden of Eden	1
ⲉⲍⲉⲕⲉⲓⲁⲥ	ⲉⲍⲉⲕⲉⲓⲁⲥ	person	Hezekiah	1
ⲉⲗⲉⲁⲍⲁⲣ	ⲉⲗⲉⲁⲍⲁⲣ	person		1
ⲉⲗⲉⲁⲍⲁⲣ ⲉⲗⲉⲁⲍⲁⲣ	ⲉⲗⲉⲁⲍⲁⲣ	person		1
ⲉⲗⲓⲁⲕⲓⲙ	ⲉⲗⲓⲁⲕⲓⲙ	person	Eliakim, son of Hilkiah	1
ⲉⲗⲓⲟⲩⲇ	ⲉⲗⲓⲟⲩⲇ	person		1
ⲉⲗⲓⲥⲁⲃⲉⲧ	ⲉⲗⲓⲥⲁⲃⲉⲧ	person	Elizabeth (biblical figure)	1
ⲉⲗⲓⲥⲁⲃⲉⲧ ⲧ ⲙⲁⲁⲩ ⲛ ⲓⲱϩⲁⲛⲛⲏⲥ ⲡ ⲉⲛⲧ ⲁ ϥ ⲙⲟⲩϩ ⲙ ⲡⲛⲉⲩⲙⲁ	ⲉⲗⲓⲥⲁⲃⲉⲧ	person	Elizabeth (biblical figure)	1
ⲉⲗⲓⲥⲁⲃⲉⲧ ⲧⲉϥ ⲥϩⲓⲙⲉ	ⲉⲗⲓⲥⲁⲃⲉⲧ	person	Elizabeth (biblical figure)	1
ⲉⲗⲓⲥⲁⲓⲟⲥ	ⲉⲗⲓⲥⲁⲓⲟⲥ	person	Elisha	1
ⲉⲗⲓⲥⲥⲁⲓⲟⲥ	ⲉⲗⲓⲥⲥⲁⲓⲟⲥ	person	Elisha	2
ⲉⲗⲓⲥⲥⲁⲓⲟⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ	ⲉⲗⲓⲥⲥⲁⲓⲟⲥ	person	Elisha	1
ⲉⲙⲙⲁⲟⲩⲥ	ⲉⲙⲙⲁⲟⲩⲥ	place	Emmaus	1
ⲉⲛⲱⲭ	ⲉⲛⲱⲭ	person	Enoch (ancestor of Noah)	1
ⲉⲛⲱⲭ ⲡⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲛ ⲧ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ⲉⲛⲱⲭ	person	Enoch (ancestor of Noah)	1
ⲉⲡⲏⲡ	ⲉⲡⲏⲡ	time	Epeiph	1
ⲉⲥⲇⲣⲁ	ⲉⲥⲇⲣⲁ	person	Ezra	1
ⲉⲥⲣⲱⲙ	ⲉⲥⲣⲱⲙ	person		1
ⲉⲩϩⲁ	ⲉⲩϩⲁ	person	Eve	10
ⲉⲩⲥⲉⲃⲓⲟⲥ ⲉⲡⲓⲥⲕⲟⲡⲟⲩ	ⲉⲩⲥⲉⲃⲓⲟⲥ	person	Eusebius	1
ⲉⲫⲉⲥⲟⲥ	ⲉⲫⲉⲥⲟⲥ	place	Ephesus	5
ⲍⲁⲃⲟⲩⲗⲱⲛ ⲡ ⲕⲁϩ ⲛⲉⲫⲑⲁⲗⲉⲓⲙ	ⲍⲁⲃⲟⲩⲗⲱⲛ	person	Tribe of Zebulun	1
ⲍⲁⲕⲭⲁⲓⲟⲥ	ⲍⲁⲕⲭⲁⲓⲟⲥ	person	Zaccheus	1
ⲍⲁⲣⲁ	ⲍⲁⲣⲁ	person	Zerah	1
ⲍⲁⲭⲁⲓⲟⲥ	ⲍⲁⲭⲁⲓⲟⲥ	person	Zacchaeus	1
ⲍⲁⲭⲁⲓⲟⲥ ⲡ ⲧⲉⲗⲱⲛⲏⲥ ⲡⲁⲓ ⲉⲛⲧ ⲁ ϥ ⲧⲟϣ ϥ ⲉ ϯ ⲙ ⲡ ⲉⲛⲧ ⲁ ϥ ϩⲟⲩⲗⲁ ⲉⲣⲟ ϥ ⲛ ϥⲧⲟⲩ ⲕⲱⲃ	ⲍⲁⲭⲁⲓⲟⲥ	person	Zacchaeus	1
ⲍⲁⲭⲁⲣⲓⲁⲥ	ⲍⲁⲭⲁⲣⲓⲁⲥ	person	Zechariah ben Jehoiada	3
ⲍⲁⲭⲁⲣⲓⲁⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲃⲁⲣⲁⲭⲓⲁⲥ	ⲍⲁⲭⲁⲣⲓⲁⲥ	person	Zechariah ben Jehoiada	1
ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	person	Zebedee	3
ⲍⲉⲗⲫⲁ	ⲍⲉⲗⲫⲁ	person	Zilpah	1
ⲍⲟⲣⲟⲃⲁⲃⲉⲗ	ⲍⲟⲣⲟⲃⲁⲃⲉⲗ	person	Zerubbabel	1
ⲏⲥⲁⲓⲁⲥ	ⲏⲥⲁⲓⲁⲥ	person	Isaiah	10
ⲏⲥⲁⲓⲁⲥ · ⲡ ⲉⲛⲧ ⲁ ϥ ⲛⲁⲩ ⲉ ⲛ ⲥⲉⲣⲁⲫⲓⲛ	ⲏⲥⲁⲓⲁⲥ	person	Isaiah	1
ⲏⲥⲁⲓⲁⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ	ⲏⲥⲁⲓⲁⲥ	person	Isaiah	2
ⲏⲥⲁⲓⲁⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ	ⲏⲥⲁⲓⲁⲥ	person	Isaiah	1
ⲏⲥⲁⲩ	ⲏⲥⲁⲩ	person	Esau	6
ⲏⲥⲁⲩ · ⲡⲉϥ ⲥⲟⲛ	ⲏⲥⲁⲩ	person	Esau	1
ⲑⲁⲇⲇⲁⲓⲟⲥ	ⲑⲁⲇⲇⲁⲓⲟⲥ	person	Jude the Apostle	1
ⲑⲁⲙⲁⲣ	ⲑⲁⲙⲁⲣ	person	Tamar (Genesis)	1
ⲑⲉⲟⲇⲱⲥⲓⲟⲥ ⲡ ⲣⲣⲟ	ⲑⲉⲟⲇⲱⲥⲓⲟⲥ	person	Theodosius I	1
ⲑⲉⲟⲫⲓⲗⲟⲥ ⲇⲉ ⲡ ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲑⲉⲟⲫⲓⲗⲟⲥ	person	Pope Theophilus of Alexandria	1
ⲑⲏⲃⲁⲓⲥ	ⲑⲏⲃⲁⲓⲥ	place	Thebaid	6
ⲑⲱⲙⲁⲥ	ⲑⲱⲙⲁⲥ	person	Thomas the Apostle	1
ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	person	Jacob	41
ⲓⲁⲕⲱⲃ ⲡ ϣⲏⲣⲉ ⲛ ⲓⲥⲁⲁⲕ ⲡ ϣⲏⲣⲉ ⲛ ⲁⲃⲣⲁϩⲁⲙ ⲡ ϣⲏⲣⲉ ⲛ ⲑⲁⲣⲣⲁ ⲡ ϣⲏⲣⲉ	ⲓⲁⲕⲱⲃ	person	Jacob	1
ⲓⲁⲕⲱⲃⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James the Great	11
ⲓⲁⲕⲱⲃⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James the Less	1
ⲓⲁⲕⲱⲃⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James, brother of Jesus	1
ⲓⲁⲕⲱⲃⲟⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲁⲗⲫⲁⲓⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James, son of Alphaeus	1
ⲓⲁⲕⲱⲃⲟⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James the Great	2
ⲓⲁⲕⲱⲃⲟⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲛ ⲁⲗⲫⲁⲓⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James, son of Alphaeus	1
ⲓⲁⲕⲱⲃⲟⲥ ⲡ ⲥⲟⲫⲟⲥ ⲛ ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ	person	James the Great	1
ⲓⲉⲍⲉⲕⲓⲏⲗ	ⲓⲉⲍⲉⲕⲓⲏⲗ	person	Ezekiel	1
ⲓⲉⲣⲉⲙⲓⲁⲥ	ⲓⲉⲣⲉⲙⲓⲁⲥ	person	Jeremiah	1
ⲓⲉⲣⲉⲙⲓⲁⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ	ⲓⲉⲣⲉⲙⲓⲁⲥ	person	Jeremiah	2
ⲓⲉⲣⲏⲙⲓⲁⲥ	ⲓⲉⲣⲏⲙⲓⲁⲥ	person	Jeremiah	3
ⲓⲉⲣⲏⲙⲓⲁⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ	ⲓⲉⲣⲏⲙⲓⲁⲥ	person	Jeremiah	1
ⲓⲉⲥⲟⲩ ⲛⲁⲩⲏ	ⲛⲁⲩⲏ	person	Joshua	1
ⲓⲉⲥⲥⲁⲓ	ⲓⲉⲥⲥⲁⲓ	person	Jesse	4
ⲓⲉⲥⲥⲁⲓ ⲡ ϣⲏⲣⲉ ⲛ ⲓⲱⲃⲏⲇ ⲡ ϣⲏⲣⲉ ⲛ ⲃⲟⲉⲥ ⲡ ϣⲏⲣⲉ ⲛⲥⲁⲗⲁ ⲡ ϣⲏⲣⲉ ⲛ ⲛⲁⲁⲥⲥⲱⲛ	ⲓⲉⲥⲥⲁⲓ	person	Jesse	1
ⲓⲉⲥⲥⲁⲓ ⲡ ⲉⲓⲱⲧ ⲛ ⲇⲁⲩⲉⲓⲇ	ⲓⲉⲥⲥⲁⲓ	person	Jesse	1
ⲓⲉⲭⲟⲛⲓⲁⲥ	ⲓⲉⲭⲟⲛⲓⲁⲥ	person	Jeconiah	1
ⲓⲏⲥⲟⲩ ⲡ ϣⲏⲣⲉ ⲛ ⲛⲁⲩⲏ	ⲓⲏⲥⲟⲩ	person	Joshua	2
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	153
ⲓⲏⲥⲟⲩⲥ · ⲡⲁⲓ ⲛⲧ ⲁ ϥ ϫⲓ ⲛ ⲟⲩ ⲙⲟⲣⲫⲏ ⲛ ϩⲙϩⲁⲗ ⲉⲧⲃⲏⲏⲧ ⲛ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	2
ⲓⲏⲥⲟⲩⲥ ϩⲛ ⲃⲏⲑⲁⲛⲓⲁ ⲉ ϥ ⲛⲏϫ ϩⲙ ⲡ ⲏⲓ ⲛ ⲥⲓⲙⲱⲛ ⲡ ⲉⲧ ⲥⲟⲃϩ	ⲓⲏⲥⲟⲩⲥ	person	Hesus	1
ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲡⲉⲛ ϫⲟⲉⲓⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲉⲧ ⲟⲩⲏϩ ϩⲛ ⲛⲉ ⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲙ ⲙⲁⲑⲏⲧⲏⲥ ⲥⲛⲁⲩ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲙ ⲡ ϩⲉⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲙⲁⲩⲁⲁ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ϣⲏⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲉⲧ ϫⲟⲥⲉ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲇⲁⲩⲉⲓⲇ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲇⲁⲩⲉⲓⲇ . ⲛⲁ ⲛⲁⲓ	ⲓⲏⲥⲟⲩⲥ	abstract	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲓⲱⲥⲏⲫ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ϣⲏⲣⲉ ⲛⲁⲩⲏ	ⲓⲏⲥⲟⲩⲥ	person	Joshua	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲉⲛⲧ ⲁ ϥ ϣⲱⲛⲧ ⲙ ⲡⲉ ⲕⲗⲟⲙ ⲡⲁⲓ ⲉⲧ ϩⲙ ⲡⲉⲕ ϣⲱⲛⲧ ⲡⲱⲕ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲉⲛⲧ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ ϩⲛ ⲧ ⲥⲁⲣⲝ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲉⲧ ⲕ ⲡⲓⲥⲧⲉⲩⲉ ⲉⲣⲟ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲉⲧ ⲟⲩ ⲙⲟⲩⲧⲉ ⲉⲣⲟ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲉⲧⲉ ϣⲁ ⲩ ⲙⲟⲩⲧⲉ ⲉⲣⲟ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲙⲁⲓⲣⲱⲙⲉ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲛⲁⲍⲁⲣⲏⲛⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲛⲁⲍⲁⲣⲏⲛⲟⲥ ⲡ ⲉⲛⲧ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲛⲁⲍⲱⲣⲁⲓⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	2
ⲓⲏⲥⲟⲩⲥ ⲡ ⲛⲁⲍⲱⲣⲁⲓⲟⲥ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲧⲁⲕⲟ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲣⲏ ⲛ ⲧ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡ ⲣⲙⲛⲁⲍⲁⲣⲉⲑ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲁ ϫⲟⲉⲓⲥ · ⲡ ⲉⲧ ϩⲙⲟⲟⲥ ⲉϩⲣⲁⲓ ⲉϫⲙ ⲡ ϩⲁⲣⲙⲁ ⲛ ⲛⲉ ⲭⲉⲓⲣⲟⲩⲃⲉⲓⲛ ⲙⲛ ⲛ ⲥⲉⲣⲁⲫⲉⲓⲛ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲁⲓ ⲉⲧ ⲣϩⲙⲙⲉ ⲙ ⲡ ⲧⲏⲣϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ	ⲓⲏⲥⲟⲩⲥ	person	Joshua	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	6
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ [ ⲡ ϣⲏⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ ]	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲁⲩⲱ ⲡⲁⲓ ⲉ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲡⲁⲓ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ ϥ ⲡ ⲉⲟⲟⲩ ⲙ ⲡ ⲉⲓⲱⲧ ⲛⲙⲙⲁ ϥ ⲙⲛ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲉⲧ ⲟⲩⲁⲁⲃ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡ ϣⲏⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲇⲁⲩⲉⲓⲇ ⲡ ϣⲏⲣⲉ ⲛ ⲁⲃⲣⲁϩⲁⲙ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡ ⲉⲧ ⲛⲟⲩϩⲙ ⲙⲙⲟ ⲕ ϩⲛ ⲛⲉⲕ ⲑⲗⲓⲯⲓⲥ ⲧⲏⲣ ⲟⲩ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡ ⲛⲁⲍⲱⲣⲁⲓⲟⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲡⲁⲓ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ ϥ ⲡ ⲉⲟⲟⲩ ⲙ ⲡ ⲉⲓⲱⲧ ⲛⲙⲙⲁ ϥ ⲙⲛ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲉⲧ ⲟⲩⲁⲁⲃ · ϣⲁ ⲛ ⲁⲓⲱⲛ ⲧⲏⲣ ⲟⲩ ⲛ ⲁⲓⲱⲛ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲕ ⲛⲟⲩⲧⲉ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ · ⲡⲁⲓ ⲉⲧⲉ ⲡⲱϥ ⲡⲉ ⲡ ⲉⲟⲟⲩ ⲙⲛ ⲡ ⲁⲙⲁϩⲧⲉ ϣⲁ ⲉⲛⲉϩ ⲛ ⲉⲛⲉϩ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ⲣⲣⲟ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ⲣⲣⲟ · ⲁⲩⲱ ⲡⲉⲛ ϫⲟⲉⲓⲥ	ⲓⲏⲥⲟⲩⲥ	person	Jesus	1
ⲓⲟⲡⲡⲏ	ⲓⲟⲡⲡⲏ	place	Jaffa	1
ⲓⲟⲣⲇⲁⲛⲏⲥ	ⲓⲟⲣⲇⲁⲛⲏⲥ	place	Jordan River	1
ⲓⲟⲩⲇⲁ	ⲓⲟⲩⲇⲁ	person	Judah (son of Jacob)	1
ⲓⲟⲩⲇⲁ	ⲓⲟⲩⲇⲁ	person	Jude, brother of Jesus	1
ⲓⲟⲩⲇⲁ	ⲓⲟⲩⲇⲁ	place	Judea	3
ⲓⲟⲩⲇⲁ ⲡ ϣⲏⲣⲉ ⲛ ⲓⲁⲕⲱⲃ	ⲓⲟⲩⲇⲁ	person	Judah (son of Jacob)	1
ⲓⲟⲩⲇⲁⲓ	ⲓⲟⲩⲇⲁⲓ	person	Jews	8
ⲓⲟⲩⲇⲁⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judah (son of Jacob)	1
ⲓⲟⲩⲇⲁⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	34
ⲓⲟⲩⲇⲁⲥ ϩⲱ ⲡ ⲉⲛⲧ ⲁ ϥ ϯ ⲉⲃⲟⲗ ⲙ ⲡⲉϥ ϫⲟⲉⲓⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲙⲁⲩⲁⲁ ϥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	2
ⲓⲟⲩⲇⲁⲥ ⲟⲩⲁ ϩⲙ ⲡ ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲓⲁⲕⲱⲃⲟⲥ	ⲓⲟⲩⲇⲁⲥ	person	Jude the Apostle	1
ⲓⲟⲩⲇⲁⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲥⲓⲙⲱⲛ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲁⲛⲟⲙⲟⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲉⲛⲧ ⲁ ϥ ⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟ ϥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲉⲧ ⲛⲁ ⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟ ϥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ ϣⲁ ⲛ ⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ ⲟⲩⲁ ϩⲙ ⲡ ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ ⲡ ⲉⲛⲧ ⲁ ϥ ⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ ⲡⲁⲓ ⲉⲛⲧ ⲁ ϥ ϣⲱⲡⲉ ⲙ ⲡⲣⲟⲇⲟⲧⲏⲥ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲟⲩⲇⲁⲥ ⲡⲁⲓ ⲛⲧ ⲁ ϥ ϫⲟⲟ ⲥ ⲉⲧⲃⲏⲏⲧ ϥ ⲉⲃⲟⲗ ϩⲓⲧⲙ ⲡⲛⲉⲩⲙⲁ ⲉⲧ ⲟⲩⲁⲁⲃ	ⲓⲟⲩⲇⲁⲥ	person	Judas Iscariot	1
ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	person	Isaac	22
ⲓⲥⲁⲁⲕ ⲙⲛ ⲓⲁⲕⲱⲃ ϩⲣⲁⲓ	ⲓⲥⲁⲁⲕ	person	Isaac	1
ⲓⲥⲁⲁⲕ ⲡ ϣⲏⲣⲉ ⲛ ⲁⲃⲣⲁϩⲁⲙ	ⲓⲥⲁⲁⲕ	person	Isaac	1
ⲓⲥⲁⲁⲕ ⲡ ϣⲏⲣⲉ ⲛ ⲁⲃⲣⲁϩⲁⲙ ⲡ ϣⲏⲣⲉ ⲛ ⲑⲁⲣⲣⲁ ⲡ ϣⲏⲣⲉ	ⲓⲥⲁⲁⲕ	person	Isaac	1
