ⲉⲙⲁϣⲟ	*	ADV
ⲉⲙⲁⲑ	*	NPROP
ⲉⲙⲓⲟⲩⲇ	*	NPROP
ⲉⲙⲟⲩⲏⲗ	*	NPROP
ⲉⲛⲁⲭ	*	NPROP
ⲉⲧⲧⲉⲕⲉⲗ	*	NPROP
ⲉⲩϩⲁ	*	NPROP
ⲉⲩϩⲁⲓⲟⲥ	*	NPROP
ⲉⲫⲣⲁⲑⲁ	*	NPROP
ⲍ	NOUN	PUNCT
ⲍ	NPROP	PUNCT
ⲍⲁⲣⲉⲇ	*	NPROP
ⲍⲉⲃⲟⲩⲗ	*	NPROP
ⲍⲉⲩⲥ	*	NPROP
ⲏⲥⲁⲓⲁⲥ	*	NPROP
ⲑⲁⲙⲁⲣ	*	NPROP
ⲓⲁⲃⲓⲥ	*	NPROP
ⲓⲁⲏⲗ	*	NPROP
ⲓⲁⲕⲱⲃ	*	NPROP
ⲓⲁⲕⲱⲃⲟⲥ	*	NPROP
ⲓⲁⲣⲓⲙ	*	NPROP
ⲓⲇⲓⲑⲟⲩⲛ	*	NPROP
ⲓⲉⲣⲓⲙⲟⲩⲑ	*	NPROP
ⲓⲉⲫⲑⲁⲉ	*	NPROP
ⲓⲏⲥⲟⲩⲥ	*	NPROP
ⲓⲑⲁⲙⲁⲣ	*	NPROP
ⲓⲑⲁⲙⲁⲣ	*	NPROP
ⲓⲟⲑⲟⲟⲣ	*	NPROP
ⲓⲟⲑⲟⲣ	*	NPROP
ⲓⲟⲡⲡⲏ	*	NPROP
ⲓⲟⲩⲇⲁ	*	NPROP
ⲓⲟⲩⲇⲁⲓ	*	NPROP
ⲓⲟⲩⲇⲉⲓⲛ	*	NPROP
ⲓⲥⲁⲕ	*	NPROP
ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ	*	NPROP
ⲓⲥⲣⲁⲏⲗ	*	NPROP
ⲓⲥⲥⲁⲭⲁⲣ	*	NPROP
ⲓⲱϩⲁⲛⲛⲏⲥ	*	NPROP
ⲓⲱⲁⲃ	*	NPROP
ⲓⲱⲁⲑⲁⲙ	*	NPROP
ⲓⲱⲁⲕⲉⲓⲙ	*	NPROP
ⲓⲱⲁⲛⲁⲛ	*	NPROP
ⲓⲱⲃ	*	NPROP
ⲓⲱⲃⲁⲃ	*	NPROP
ⲓⲱⲛⲁⲇⲁⲃ	*	NPROP
ⲓⲱⲛⲁⲑⲁⲛ	*	NPROP
ⲓⲱⲛⲁⲥ	*	NPROP
ⲓⲱⲥⲏ	*	NPROP
ⲕⲁⲁⲑ	*	NPROP
ⲕⲁⲉⲓⲛ	*	NPROP
ⲕⲁⲡⲁⲣⲛⲁⲟⲩⲙ	*	NPROP
ⲕⲁⲡⲡⲁⲇⲟⲕⲓⲁ	*	NPROP
ⲕⲁⲣⲙⲏⲗⲟⲥ	*	NPROP
ⲕⲁⲣⲭⲏⲇⲱⲛ	*	NPROP
ⲕⲁⲥⲓⲁⲛⲟⲥ	*	NPROP
ⲕⲉⲥⲁⲣⲓⲁ	*	NPROP
ⲕⲏⲫⲁⲥ	*	NPROP
ⲕⲟⲣⲉ	*	NPROP
ⲕⲣⲓⲥⲡⲟⲥ	*	NPROP
ⲕⲣⲟⲛⲟⲥ	*	NPROP
ⲗⲁⲃⲁⲛ	*	NPROP
ⲗⲁⲩⲉⲓⲇ	*	NPROP
ⲙⲁⲅⲇⲁⲗⲏⲛⲏ	*	NPROP
ⲙⲁⲅⲉⲗⲗⲁⲑ	*	NPROP
ⲙⲁⲇⲓϩⲁⲙ	*	NPROP
ⲙⲁⲑ	*	NPROP
ⲙⲁⲕⲏⲗⲱⲑ	*	NPROP
ⲙⲁⲙⲙⲱⲛⲁⲥ	*	NPROP
ⲙⲁⲣⲓⲁ	*	NPROP
ⲙⲁⲥⲟⲩⲣⲟⲩⲑ	*	NPROP
ⲙⲉⲛ	CONJ	PTC
ⲙⲉⲥⲁⲫ	*	NPROP
ⲙⲓⲭⲁⲓⲁⲥ	*	NPROP
ⲙⲙⲟⲛ	CONJ	PTC
ⲙⲛⲧⲟⲩⲉ	*	NUM
ⲙⲛⲧⲯⲓⲥ	*	NUM
ⲙⲱⲁⲃ	*	NPROP
ⲙⲱⲩⲥⲏⲥ	*	NPROP
ⲛⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ	*	NPROP
ⲛⲁⲇⲁⲃ	*	NPROP
ⲛⲁⲍⲁⲣⲏⲛⲟⲥ	*	NPROP
ⲛⲁⲩⲏ	*	NPROP
ⲛⲅⲟⲗⲓⲁⲑ	*	NPROP
ⲛⲓⲛⲉⲩⲏ	*	NPROP
ⲛⲧⲉⲣ	*	APREC
ⲛⲱϩⲉ	*	NPROP
ⲟⲇⲟⲗⲁⲙ	*	NPROP
ⲟⲇⲟⲗⲗⲁⲙ	*	NPROP
ⲡⲁⲏⲥⲉ	*	NPROP
ⲡⲁⲙⲃⲱ	*	NPROP
ⲡⲁⲩⲗⲟⲥ	*	NPROP
