#1|orig_group	count
ⲁⲧⲉⲧⲛⲣⲣⲙⲙⲁⲟ	2
ϩⲓϣⲉⲉⲣⲉ	2
ϩⲉⲓ̈ϩⲟ	2
ϫⲉⲁⲩⲣⲁⲧⲥⲱⲧⲙ	2
ϩⲓϣⲟⲛⲧⲉ	2
ⲟⲩⲃⲉⲥⲛⲟϥ	2
ϩⲉⲛϭⲟⲗ	2
ⲡⲉⲛⲧⲁϥⲡⲁⲣⲁⲇⲓⲇⲟⲩ	2
ⲛⲧⲕⲟⲓⲛⲱⲛⲓⲁ	2
ϩⲁⲡⲛⲟϭ	2
ϩⲁⲡⲣⲁⲛ	2
ϩⲁⲣⲟⲛ`	2
ϩⲁⲧⲏⲛ`	2
ⲡⲟⲩⲙⲉⲉⲩⲉ	2
ⲡⲟⲩⲛⲟⲩⲧⲉ	2
ϩⲉⲛⲛⲟϭ	2
ϩⲉⲛⲟⲥⲉ	2
ϩⲙⲡϣⲏⲛ	2
ⲛⲟⲩⲉⲝⲟⲩⲥⲓⲁ	2
ϩⲓⲥⲓϣⲉ	2
ϩⲓⲱⲱⲧⲉ	2
ⲡⲉⲛⲧⲁϥϣⲱⲡⲉ	2
ⲛ̄ⲙ̄ⲙⲁϥ	2
ⲛ̄ⲙ̄ⲙⲁⲕ	2
ⲙⲁⲣⲉⲛⲕⲧⲟⲛ	2
ϫⲓⲛⲙ̄ⲡⲟⲟⲩ	2
ϩⲙⲡⲟⲩⲉ	2
ⲛⲕⲉⲥⲙⲟⲧ	2
ϩⲛⲛⲁⲓ̄	2
ϩⲛⲟⲩⲙⲁ	2
ⲛⲧⲉⲗⲱⲛⲏⲥ	2
ϩⲟⲟⲩⲧ`	2
ⲛⲟⲩϩⲙ̄ϫ	2
ⲥⲉⲛⲁϩⲁⲣⲉϩ`	2
ⲛⲧⲉⲛⲧⲟⲗⲏ	2
ⲛⲉⲧⲙⲟⲟϣⲉ	2
ⲛ̇ϭⲓⲡ̇ⲥⲟⲛ	2
ϩⲉⲓϫⲙⲡⲕⲁϩ	2
ⲛⲁⲛⲁⲭⲱⲣⲓ̇ⲧⲏⲥ	2
ⲛⲧⲉⲡⲥⲱⲙⲁ	2
ϩⲧⲟⲟⲩⲉ	2
ⲛⲧⲉⲥⲙⲁⲁⲩ	2
ⲛ̄ⲧⲉ⳯ⲧⲟⲗⲏ̂	2
ⲛⲧⲉⲧⲏⲩⲧⲛ	2
ⲛⲉⲧ︤ⲛ︥ⲕⲟⲧ︤ⲕ︥	2
ϩ︤ⲛ︥ⲛⲉϥϩⲃⲏⲩⲉ	2
ⲛⲕⲣⲟⲛⲟⲥ	2
ⲉⲧⲣⲁϫⲉⲟⲩϣⲁϫⲉ	2
ϫⲉⲁ̇ⲡⲁ	2
ϫⲉⲁϩⲁϩ	2
ϫⲉⲁϫⲓⲥ	2
ⲙ︤ⲛ︥ⲟⲩⲟⲛ`	2
ⲟⲩⲉϩⲥⲁϩⲛⲉ	2
ϫⲉⲉⲓ̇ⲥ	2
ϫⲉⲁⲛⲁⲩ	2
ϫⲉⲁⲣⲏⲩ	2
ϫⲉⲥⲁϣϥ	2
ϫⲉⲥⲣϥⲉ	2
ϫⲉⲛⲓⲙ⳿	2
ϫⲉⲥⲱⲧⲙ	2
ϫⲉⲧⲁⲓ̈	2
ⲙ̄ⲡⲧⲏⲣ︤ϥ︥	2
ⲛⲟⲩϩⲉⲣⲙⲏⲛⲓⲁ	2
ⲉϩ̣ⲣⲁⲓ	2
ⲉϥϣⲗⲏⲗ	2
ⲉϥϭⲱϣⲧ	2
ϥ̇ⲙⲏⲣ	2
ϥϣⲟⲟⲡ	2
ⲉⲣ̄ϩⲱⲃ`	2
ϯϣⲓⲡⲉ	2
ϯϩⲓⲥⲉ	2
ϯϫⲟⲟⲩ	2
ϩⲱⲃ︤ⲥ︥	2
ϫⲉⲉϥⲛⲁⲁⲣⲉⲥⲕⲉ	2
ⲙⲡⲓⲥⲣⲁⲏⲗ	2
ϩ︤ⲙ︥ⲡϣⲏⲛ	2
ⲉⲙ̄ⲡⲏⲩⲉ	2
ⲙⲁⲣⲉⲛϣⲓ̈ⲡⲉ	2
ⲉⲧⲧ︤ⲃ︥ⲃⲏⲩ	2
ⲙⲛⲛⲉⲓⲕⲟⲟⲩⲉ	2
ϩⲉⲓ̈ϫⲙⲡⲕⲁϩ	2
ϩ︤ⲛ︥ⲟⲩϯⲧⲱⲛ	2
ⲁϥⲥⲉⲡⲥⲱⲡϥ	2
ⲉⲧⲃⲉⲡⲉⲥ̄ⳁⲟ︤ⲥ︥	2
ⲁϥⲡⲟϣϥ	2
ⲁϥⲧⲁⲁⲥ	2
ⲛⲙⲙⲉⲗⲟⲥ	2
ⲁϩⲟⲓⲛⲉ	2
ⲁϩⲣⲟⲟⲩ	2
ⲉⲛⲉⲛⲟⲩⲏⲏⲃ	2
ⲙ︤ⲛ︥ⲧⲟⲩⲙⲁⲁⲩ	2
ϫⲉⲛ̄ⲧⲟⲟⲩ	2
ⲛⲙⲥⲓⲇⲱⲛ	2
ⲥⲉⲣⲙⲛⲧⲣⲉ	2
ⲉ̇ⲧⲛⲁϣⲱⲡⲉ	2
ⲙⲡⲉⲛⲧⲁϥⲧⲣⲉⲛⲕⲁ	2
ⲉⲛⲉⲧⲉϩⲛⲁⲕ	2
ⲛⲧⲉⲣⲟⲩⲕⲁⲁϥ	2
ⲉ̄ⲣⲟⲓ̈	2
ⲉ̇ⲗⲁⲁⲩ	2
ϩ︤ⲛ︥ⲟⲩⲛⲁ	2
ϩ︤ⲛ︥ⲧⲡⲉ⳿	2
ϯⲛⲁϩⲱⲛ	2
ⲛⲛⲉⲩϭⲓϫ	2
ⲛⲛⲁⲣⲭⲱⲛ	2
ⲛϩⲉⲛⲉⲥⲟⲟⲩ	2
ϯⲙⲉⲉⲩⲉ	2
ⲛⲛⲉⲥⲟⲟⲩ	2
ⲙⲙⲛⲧϣⲁϥⲧⲉ	2
ⲛⲧⲁϥϫⲱϩ	2
ⲛⲧⲉϥϭⲓϫ	2
ⲛⲧⲁϥⲉⲓ̈	2
ⲛ̄ϩⲙ̄ϩⲁⲗ	2
ⲛⲓ̈ⲟⲩⲇⲁⲥ	2
ⲛⲧⲉϥⲁⲡⲉ	2
ⲉⲁⲩϭⲁⲗⲱⲟⲩ`	2
ⲁⲩⲥⲟⲩⲱⲛϥ	2
ⲙⲡⲣⲣϩⲟⲧⲉ	2
ⲉⲧϩⲓϫ︤ⲛ︥ⲧⲟⲩⲁⲡⲉ	2
ϩ︤ⲙ︥ⲡϣⲟϫⲛⲉ	2
ⲡⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ	2
ⲉϥϣⲁⲛⲥⲉⲕⲙⲟⲟⲩ	2
ⲉ̇ϯ̇ϩⲏⲩ	2
ⲉⲛⲧⲁⲩⲧⲁⲁϥ	2
ⲛ̇ϭⲓ̇ⲟⲩϩⲗ̇ⲗⲟ	2
ⲙⲯⲩⲭⲓⲕⲟⲛ	2
ϫⲓⲛⲛϣⲟⲣⲡ̄	2
ⲟⲩⲙ︤ⲛ︦ⲧ︥ⲥⲟϭ	2
ⲙⲛⲧⲉϥϩⲃⲥⲱ	2
ⲡⲉⲧϩⲓⲧⲟⲩⲱϥ	2
ⲛ̄ⲉⲓⲱⲧ`	2
ⲉⲧⲉⲣⲉⲡⲉⲭⲣⲏⲙⲁ	2
ⲛ̄ⲑⲩⲥⲓⲁ	2
ⲉⲛⲉⲡⲣⲁⲝⲓⲥ	2
ⲛ̄ⲕⲁⲕⲓⲁ	2
ⲛ̄ⲕⲉⲣⲱⲛ	2
ⲛ̄ⲟⲩϩⲱⲃ	2
ⲛ̄ⲧⲁⲛϣⲁϫⲉ	2
ϫⲉⲛⲁⲥⲛⲏⲩ`	2
ⲛ̄ⲥⲁϩⲟⲩ	2
ⲛⲟⲩⲃⲉⲕⲉ	2
ⲛⲟⲩⲉⲃⲟⲗ	2
ⲛⲟⲩⲕⲟⲩⲓ	2
ⲛⲟⲩⲟⲉⲓⲉ	2
ⲛⲟⲩⲥⲱⲙⲁ	2
ⲛ̄ⲟⲩⲙⲁ`	2
ⲛ̄ⲟⲩⲱⲧ`	2
ⲛ̄ⲣⲱⲙⲉ`	2
ⲛ̄ⲥⲁⲃⲟⲗ	2
ⲛ̄ⲥⲉⲙⲟⲩ	2
ⲛ̄ⲧⲉⲓϩⲉ	2
ⲛ̄ⲧⲙⲏⲧⲉ	2
ⲛ̄ⲧⲟⲟⲧϥ	2
ⲛ̄ⲧⲁϥϫⲟⲟⲥ`	2
ⲛ̄ϯϩⲁⲡ	2
ⲁϥⲧϭⲁⲉⲓⲉⲡⲕⲟⲥⲙⲟⲥ	2
ⲉⲧⲣⲉⲛϣⲓⲛⲉ	2
ⲉⲧⲉⲛⲉⲧⲙⲟⲟϣⲉ	2
ⲧⲕⲉⲥϩⲓⲙⲉ	2
ⲛ̄ϩⲁϩ`	2
ⲛ̄ϣⲓⲛⲉ	2
ⲛ̄ϣⲙⲙⲟ	2
ⲛ̄ϣⲟⲣⲡ	2
ⲛ̄ϩⲏⲧⲛ	2
ⲛ̄ϩⲏⲧⲥ	2
ⲛ̄ϩⲙⲟⲩ	2
ⲛ̄ϩⲧⲏϥ	2
ⲛ̄ϩⲧⲏⲩ	2
ⲛ̄ϭⲟⲛⲥ	2
ⲉϣⲏⲣⲉ`	2
ⲛ̇ϩⲏⲧϥ	2
ⲛ̇ϩⲏⲕⲉ	2
ⲉϥⲙⲟⲕϩ	2
ⲛ̇ϩⲟⲩⲟ	2
ⲉϥⲟⲩⲏϩ	2
ⲉϥⲟⲩⲱⲙ	2
ⲉϥⲧⲁⲩⲟ	2
ⲙ̄ⲡⲉⲛⲡⲉⲧⲛⲁⲛⲟⲩϥ	2
ⲉⲕⲁⲫⲁⲣⲛⲁⲟⲩⲙ	2
ϣⲁϥϫⲓ	2
ⲙ̄ⲡⲡⲟⲛⲏⲣⲟⲥ	2
ⲉϩⲣⲁⲓ̂	2
ϣⲓ̇ⲡⲉ	2
ⲉϫⲛⲟⲩϥ	2
ϫⲉⲟⲩⲛ̄ⲣⲱⲙⲉ	2
ϩⲓϩⲱⲃ	2
ϩⲓϫⲱⲥ	2
ϩⲓϭⲟⲙ	2
ϩⲱ̇ⲱⲕ	2
ϩⲱ̇ⲱⲥ	2
ϫⲉϩⲱⲥ	2
ⲉⲧⲣⲉⲧⲛⲉⲓⲙⲉ	2
ϣⲁⲁⲧⲥ	2
ϣⲁⲃⲟⲗ	2
ϣⲁⲣⲟⲓ	2
ϣⲁⲣⲟⲕ	2
ϣⲟⲟⲡ`	2
ϣⲟⲟⲩⲉ	2
ϥⲛⲁϫⲱ	2
ϥⲟⲧⲟⲩ	2
ϩⲁⲣⲱϥ	2
ϩⲁⲙⲟⲓ	2
ϩⲁⲣⲟⲥ	2
ϩⲁⲧⲏⲛ	2
ϩⲛⲧϫⲏ	2
ϩⲓⲕⲱϩ	2
ϩⲓⲱⲱⲛ	2
ϩⲙⲡⲛⲁ	2
ϩⲛⲁⲁⲩ	2
ϩⲛⲣⲱϥ	2
ϩⲛⲙⲙⲁ	2
ϩⲟⲙⲛⲧ	2
ϩⲱⲱⲛ⳿	2
ϩⲱⲱⲧ⳿	2
ϫⲉⲕϫⲉ	2
ϫⲉⲉⲛⲉ	2
ϫⲉⲛⲕⲁ	2
ϫⲉⲟⲩ᷍	2
ϫⲉⲟⲩⲕ	2
ϫⲉⲟⲩⲛ	2
ϫⲉⲡⲏⲓ	2
ϫⲉⲧⲱⲕ	2
ϯⲟⲩⲱⲙ	2
ϯⲧⲁⲙⲟ	2
ⲡⲉⲓϣⲁϫⲉ	2
ϫⲉⲉⲣⲉⲧⲥⲁⲃⲉ	2
ⲛ̄ⲱⲛ︤ϩ︥	2
ⲡⲉⲛϫⲡⲓⲟ	2
ⲁϥⲁϣⲁϩⲟⲙ	2
ⲙⲡⲕⲉⲥⲉⲉⲡⲉ	2
ⲉⲡⲉⲓⲣⲁⲥⲙⲟⲥ	2
ⲉⲩⲇⲓⲡⲛⲟⲛ	2
ϩⲉⲛϣⲏⲣⲉ	2
ϩⲉⲛϩⲟⲟⲩ	2
ⲉⲧⲣⲉⲩⲛⲟϫⲟⲩ	2
ϩⲙⲡⲓⲟⲣⲇⲁⲛⲏⲥ	2
ⲉⲧⲣⲉⲩⲕⲟⲧⲟⲩ	2
ϩ︤ⲛ︥ⲟⲩⲥⲙⲟⲧ	2
ⲛ̄ⲧⲉⲓ̈ⲙⲓⲛⲉ	2
ⲉⲧⲣⲉⲩⲧⲟϣⲟⲩ	2
ⲉⲧⲉⲧⲛϣⲁⲛⲛⲁⲩ	2
ϯϫⲱⲙⲙⲟⲥ	2
ⲛ̄ϩⲉⲛⲉⲥⲟⲟⲩ`	2
ϣⲁⲣⲉⲙⲙⲉⲗⲟⲥ	2
ⲛ̄ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ̂`	2
ⲡⲁⲉⲓ̇ⲱⲧ	2
ϩ︤ⲛ︥ⲟⲩϫⲡⲓⲟ̂	2
ϩ︤ⲛ︥ⲟⲩϭⲉⲣⲱⲃ	2
ⲧ︤ⲙ︥ⲧⲣⲉϥⲧⲱⲱⲃⲉ	2
ⲛⲥⲉⲛⲟϫϥ	2
ⲛⲥⲉⲛⲟϫⲕ	2
ⲛⲥⲉⲧⲁⲁⲩ	2
ⲛ̄ⲣⲉϥϫⲓⲟⲩⲉ	2
ⲙ︤ⲛ︥ϩⲉⲛϣⲉⲉⲣⲉ	2
ⲛⲁⲃⲣⲁϩⲁⲙ	2
ϭⲛⲁⲣⲓⲕⲉ	2
ⲉⲛⲉⲧⲥⲁϩⲟⲩ	2
ⲉⲛⲉⲧⲛⲉⲣⲏⲩ	2
ⲡⲁⲛⲟⲩⲧⲉ	2
ⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ	2
ⲉⲩⲉⲟⲩⲱϣⲃ	2
ⲡⲁⲣⲟⲟⲩϣ	2
ϯⲁϩⲉⲣⲁⲧ	2
ⲥⲉⲥϩⲟⲩⲟⲣ︤ⲧ︥	2
ⲛⲉϥⲁⲛⲁⲅⲕⲏ	2
ϩⲁⲡⲉⲥⲏⲧ	2
ϫⲉⲁⲓ̈ⲧ︤ⲛ︥ⲛⲟⲟⲩ	2
ⲛⲧⲉⲓ̇ϩⲉ	2
ⲉⲛⲉϩⲉⲛⲣⲉϥϫⲓⲟⲩⲉ	2
ⲛⲧⲉⲥϭⲟⲧ	2
ⲉⲁϥⲣⲟⲩⲙⲕⲁϩ	2
ⲛⲧⲁⲡⲙⲟⲩ	2
ϫⲉⲥⲉⲛⲁϣⲱⲡⲉ	2
ⲛ̄ϩⲉⲗⲗⲏⲛ	2
ⲛ̄ϩⲉⲛⲛⲟϭ	2
ⲡⲉϫⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	2
ⲃⲁⲥⲓⲗⲉⲓⲧⲏⲥ	2
ⲉⲛⲉⲩⲉⲣⲏⲩ⳿	2
ⲛⲧⲉⲯⲩⲭⲏ	2
ⲡ̇ϣⲁϫⲉ	2
ⲉⲩⲣⲡⲙⲉⲉⲩⲉ	2
ⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ	2
ⲙⲡⲣⲡⲗⲁⲛⲁ	2
ⲉⲡϫⲟⲓ̈ⲥ	2
ⲛⲧⲥⲟⲫⲓⲁ	2
ⲙⲡⲁⲣⲁⲃⲟⲗⲏ	2
ⲛⲁⲛⲁⲅⲕⲁⲓⲟⲛ	2
ⲟⲩⲛⲟⲩϣⲁϫⲉ	2
ϩ︤ⲛ︥ⲥⲁⲣⲣⲁ`	2
ⲛϥϯⲟⲥⲉ	2
ⲛⲧⲉⲣⲟⲩⲁⲙⲁϩⲧⲉ	2
ⲉⲣϩⲙϩⲁⲗ	2
ⲉⲣϫⲓϭⲟⲗ	2
ⲉⲧⲃⲉⲧⲥⲩⲛⲓⲇⲏⲥⲓⲥ	2
ⲡⲛⲁⲍⲱⲣⲁⲓⲟⲥ	2
ⲉⲧⲛⲁⲟⲩⲟⲙⲟⲩ	2
ⲙ̄ⲡⲉⲛⲧⲁϥϫⲟⲟⲥ	2
ⲙ︤ⲛ︥ⲙ̄ⲙⲟⲥⲧⲉ	2
ⲛϥⲧⲙⲟⲩⲱⲙ	2
ⲙ̄ⲙⲓϣⲉ	2
ⲙ̄ⲡⲏⲓ̈	2
ⲙ̄ⲡⲟⲟⲩ	2
ⲙ̇ⲙⲏⲛⲉ	2
ⲟⲩⲙⲟⲓ̈ϩⲉ	2
ⲕⲁⲧⲁⲛⲉⲛⲧⲟⲗⲏ	2
ⲉⲛⲉⲓϣⲁϫⲉ	2
ⲉⲧⲣⲉⲩⲥⲁⲛⲟⲩϣⲟⲩ	2
ϫⲉⲁⲕⲥⲱⲧⲙ	2
ϫⲉⲁⲗⲏⲑⲱⲥ	2
ⲛ̄ϭⲓⲟⲩⲟⲛ	2
ϫⲉⲁⲛⲅⲛⲓⲙ	2
ϫⲉⲁⲡⲛⲟⲃⲉ	2
ⲉ̇ϥⲪⲟⲣⲉⲓ̇	2
ⲉⲧⲣⲉⲕⲉⲓⲙⲉ	2
ⲛⲧⲟⲩⲯⲩⲭⲏ	2
ϫⲉⲁⲕⲥⲱⲧ︤ⲙ︥	2
ⲉϫⲛⲧⲉϥⲁⲡⲉ	2
ⲉϫⲛⲧⲉϥⲥⲃⲱ	2
ⲉⲧⲣⲉⲩⲣϩⲱⲃ	2
ⲛ̄ⲛⲉⲧ︤ⲛ︥ⲉⲣⲏⲩ	2
ⲉⲩⲛⲉϫⲕⲁϩ	2
ⲛ̄ⲑⲟⲧⲉ	2
ⲛ̄ⲕⲟⲣⲉ	2
ⲛ̄ⲗⲁⲟⲥ	2
ⲛ̄ⲥⲱϥ`	2
ⲛ̄ⲟⲣⲅⲏ	2
ⲛ̄ⲥⲁⲃⲉ	2
ⲛ̄ⲥⲁⲑⲉ	2
ⲛ̄ⲥⲱⲓ̈	2
ⲛ̄ⲧⲉⲓ̈	2
ⲕⲛⲁⲁⲡⲁⲣⲛⲁ	2
ⲉⲧⲣⲉⲩⲉⲓⲣⲉ	2
ⲛ̇ⲧⲟⲟⲩ	2
ⲉⲧⲣⲉⲩⲟⲩⲱϩ	2
ⲉⲧⲣⲉⲩⲟⲡⲟⲩ	2
ⲛ̇ⲧⲉⲣⲉϥⲛⲁⲩ	2
ⲙⲛⲛⲉⲧⲛⲁⲃⲱⲕ	2
ⲛϭⲓϩⲏⲣⲱⲇⲏⲥ	2
ⲛ̄ϩⲉⲛⲕⲟⲟⲩⲉ	2
ⲁⲩϫⲓϣⲟϫⲛⲉ	2
ⲟⲩⲛⲟⲩⲥⲟⲛ	2
ⲛ̣ⲓ̣ⲙ̣	2
ⲉⲡⲁϣⲁϫⲉ`	2
ⲛ̄ϩⲉⲛⲣⲁⲥⲟⲩ	2
ⲛ̄ϩⲉⲛⲣⲱⲙⲉ`	2
ⲡⲉⲛⲣ̄ⲣⲟ	2
ⲡⲉⲕⲉⲓⲱⲧ	2
ϩⲓϫⲱⲧ︤ⲛ︥	2
ⲛ̇ⲗⲩⲥⲧⲏⲥ	2
ⲧⲉϥⲯⲩⲭⲏ	2
ⲉⲧϣⲟⲟⲡ`	2
ⲡⲉⲛⲉⲓⲱⲧ	2
ϫⲉⲟⲩⲛⲧⲏⲧⲛ	2
ⲡⲉⲥⲙⲟⲧ`	2
ⲡⲉⲧⲉⲓⲣⲉ	2
ⲡⲉⲧⲧⲱϭⲉ	2
ⲡⲉⲧⲟⲩⲱϣ	2
ϫⲉⲛⲛⲁϫⲟⲟⲥ	2
ⲡⲉⲩⲟⲉⲓϣ	2
ⲉⲛⲁⲧⲛⲟⲃⲉ	2
ϩ︤ⲙ︥ⲡⲧⲣⲉϥϫⲟⲟⲥ	2
ϩⲉⲛⲉⲃⲟⲗ	2
ⲡⲉⲧⲡⲣⲟⲫⲏⲧⲉⲩⲉ	2
ⲛ̄ⲉⲡⲓⲑⲩⲙⲓⲁ	2
ⲙ︤ⲛ︥ⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ`	2
ⲉⲩϩⲟⲟⲩⲧ	2
ⲉⲛⲁⲡϫⲟⲉⲓⲥ	2
ⲉⲩϫⲓⲟⲩⲁ	2
ⲉⲩϯⲉⲓⲃⲧ	2
ⲉⲩϯⲉⲟⲟⲩ	2
ⲙ̄ⲡⲉⲧⲟⲩⲁⲁⲃ	2
ⲁϫ︤ⲙ︥ⲡϩ︤ⲗ︥ⲗⲟ	2
ⲉⲣ̂ϩ︤ⲙ︥ϩⲁⲗ	2
ϩⲛⲟⲩϣⲥⲛⲉ	2
ϩⲛⲛⲉϥⲧⲟⲡⲟⲥ	2
ⲛⲧⲉⲣⲉϥⲕⲧⲉⲓⲁⲧϥ	2
ⲉⲩⲕⲟⲗⲁⲍⲉ	2
ⲡ̄ⲉϫⲁϥ	2
ⲛⲥⲁⲡⲁⲇⲓⲁⲧⲁⲅⲙⲁ	2
ⲈⲦⲦⲀⲒⲎⲨ	2
ⲛ̄ⲧⲉⲅⲣⲁⲫⲏ	2
ⲁⲓ̈ⲁⲁⲕ	2
ⲙⲁⲣⲉⲛⲣϩⲟⲧⲉ	2
ⲟⲩⲡⲓⲥⲧⲟⲥ	2
ⲁⲓϫⲟⲟⲥ	2
ⲁⲕϫⲟⲟⲥ	2
ⲙⲉϥϣⲁϫⲉ	2
ϩⲛⲛⲉⲙϩⲁⲟⲩ	2
ⲟⲩⲡⲛⲉⲩⲙⲁ	2
ⲁⲛϣⲱⲡⲉ	2
ϩⲙⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ	2
ⲁϥⲛⲁϫⲟⲩ	2
ϩⲁⲧⲉⲧⲉϩⲓⲏ	2
ⲁϥⲡⲟϣⲟⲩ	2
ⲙ︤ⲛ︥ⲧⲙ︤ⲛ︦ⲧ︥ⲡⲣⲟⲇⲟⲧⲏⲥ	2
ⲡⲁⲣⲁⲕⲁⲗⲉⲓ̇	2
ⲛ̄ⲧⲉϥⲁⲛⲁⲅⲕⲏ	2
ⲁⲩϣⲱⲡⲉ	2
ⲁⲩϣⲱⲱⲧ	2
ⲁⲩϫⲓⲧϥ	2
ⲁⲩϯⲁⲁⲥ	2
ⲙ︤ⲛ︥ⲛ̄ⲥⲱⲱϥ	2
ⲛϣⲱⲱⲡⲉ	2
ⲛ̄ⲧⲁϥⲧⲁⲙⲓⲟ`	2
ϫⲉⲉⲣⲉⲛⲁⲓ	2
ⲛϥⲧⲱⲣⲡ	2
ⲛϩⲏⲧϥ̇	2
ⲛ̄ⲧⲁⲧⲉⲧ︤ⲛ︥ⲧⲟϣ︤ⲥ︥	2
ⲛϩⲟⲟⲩⲧ	2
ⲛϩⲣⲁⲓ̂	2
ⲛϫⲟⲉⲓⲥ	2
ⲉⲧⲛⲁϣⲟⲡⲟⲩ	2
ⲉϩⲉⲛⲡⲟⲛⲏⲣⲟⲛ	2
ⲛϯⲙⲡϣⲁ	2
ϩⲛ̇ⲛ̇ⲣⲓ̇	2
ⲛⲟⲩⲡⲣⲟⲫⲏⲧⲓⲁ	2
ⲛⲛⲉϥϫⲁϫⲉ	2
ϫⲉⲛⲛⲉⲡⲛⲟⲩⲧⲉ	2
ϩⲏⲣⲱⲇⲏⲥ	2
ⲉϥϣⲁⲛⲥⲱⲧⲙ̄	2
ϩⲙⲡⲡⲁⲣⲁⲇⲓⲥⲟⲥ	2
ⲛⲉϥϩⲟⲓⲧⲉ	2
ⲛϥ̄ϭⲟⲛⲧ	2
ⲉϣⲁⲩϭⲱⲧ︤ϩ︥	2
ⲉⲣⲉⲧⲉⲅⲣⲁⲫⲏ	2
ⲙ̄ⲡⲡⲉⲧⲛⲁⲛⲟⲩϥ	2
ⲛϣⲣ︤ⲡ︥	2
ⲡ︤ⲣ︥ⲣⲟ`	2
ⲛⲙⲙⲛⲧⲛⲟϭ	2
ⲉⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	2
ⲛⲙⲙⲟⲕⲙⲉⲕ	2
ⲡⲉⲧϥⲛⲁϣⲟⲡⲧ	2
ϩⲉⲛⲡⲟⲛⲏⲣⲟⲛ	2
ⲓⲁⲕⲱⲃⲟⲥ	2
ⲉⲛⲉⲩⲡⲟⲛⲏⲣⲟⲛ	2
ϩ︤ⲙ︥ⲙⲁ⳿	2
ϩ︤ⲙ︥ⲡⲙⲁ	2
ⲉⲡⲉϩⲟⲩⲟ`	2
ⲁϩⲉⲣⲁⲧⲟⲩ	2
ⲉⲛⲉⲛⲧⲟⲗⲏ	2
ϩ︤ⲛ︥ⲟⲩ᷍	2
ϩ︤ⲙ︥ⲡⲁϣⲁⲓ̈	2
ⲉⲛⲉⲧⲉⲓⲣⲉ	2
ⲙ︤ⲛ︥ⲛⲉⲧ︤ⲛ︥ϩⲏⲧⲟⲩ	2
ϩⲛⲛⲁⲅⲟⲣⲁ	2
ⲉⲙⲛⲧⲁⲓⲁⲅⲁⲡⲏ	2
ⲛ̄ⲓ̈ⲁⲕⲱⲃ	2
ⲛ̄ⲓ̈ⲥⲁⲁⲕ	2
ϩⲛⲛⲉⲥⲟⲟⲩ	2
ⲛⲇⲓⲁⲃⲟⲗⲟⲥ	2
ⲉⲛⲧⲁⲡⲉ⳯ⲉⲓⲱⲧ	2
ⲡⲓⲥⲧⲉⲩⲉ	2
ϩⲛⲧⲉϥⲥⲃⲱ	2
ⲣ̄ϩ︤ⲙ︥ϩⲁⲗ`	2
ϫⲉⲛⲅⲛⲁϣⲁϫⲉ	2
ⲉⲛⲉ⳯ⲉⲣⲏⲩ	2
ϩⲓⲡⲉⲥⲏⲧ	2
ⲛ̄ⲓ̈ⲁⲕⲱⲃ`	2
ϩⲓⲣⲙⲡⲣⲟ	2
ⲙⲡϥ̄ϯⲥⲟ̂	2
ⲡⲕⲁⲓⲣⲟⲥ	2
ⲧⲡⲁⲣⲑⲉⲛⲟⲥ	2
ⲁϫⲛⲣϩⲱⲃ	2
ⲛ̄ⲥⲁⲛⲉⲛⲧⲁⲩϥⲓⲧⲟⲩ	2
ϫⲉⲛⲛⲉⲗⲁⲁⲩ	2
ⲛ̄ⲧⲉⲡϫⲟⲉⲓⲥ	2
ⲡϩⲙϩⲁⲗ	2
ϩⲛϩⲉⲛⲙⲏⲏϣⲉ	2
ⲕⲁⲧⲁⲡⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ	2
ϣⲁⲡⲉϥⲉⲓⲱⲧ	2
ⲁ[ⲩⲱ]	2
ⲡϫⲓⲟⲩⲉ	2
ⲙ︤ⲛ︥ⲛⲉⲛⲧⲁⲩϫⲓϩⲁⲓ̈	2
ⲛⲁⲗⲫⲁⲓⲟⲥ	2
ⲉⲛⲉϥϭⲓϫ	2
ⲛⲧⲉⲣⲉϥⲡⲱⲱⲛⲉ	2
ⲉⲧⲃⲉⲧⲁⲛⲁⲅⲕⲏ	2
ⲁ̇ⲩⲱ̇	2
ⲛⲧⲉⲣⲉϥⲧⲱⲟⲩⲛ	2
ⲙ︤ⲛ︥ⲡ̣ⲥⲱⲱϥ	2
ⲉϣϫⲉ`	2
ⲁϣⲁⲓ̈	2
ⲁϥⲁⲗⲉ	2
ⲁϥⲛⲧϥ	2
ⲁϥⲡⲱϩ	2
ⲉⲓϯⲥⲃⲱ	2
ⲉ̄ⲣⲱϥ	2
ⲉ̇ⲛⲁⲩ	2
ⲉ̇ⲣⲟⲛ	2
ⲉⲛⲓϣⲁϫⲉ	2
ⲈϨⲢⲀⲒ	2
ⲛ̄ϩⲧⲟ	2
ⲛ̄ϭⲟⲗ	2
ⲉϥⲑⲙⲟ	2
