ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ
ϫⲓⲛⲱⲙⲥ ⲉⲃⲟⲗ
ϫⲓⲥⲉ ⲛϩⲏⲧ
ϫⲓⲧⲁϭⲥⲉ ⲛⲥⲁ
ϫⲓⲧⲱⲕ ⲛϩⲏⲧ
ϫⲛ ⲙⲙⲟⲛ
ϫⲛ ⲙⲡⲉ
ϫⲛ ⲙⲡⲱⲣ
ϫⲟ ⲉⲃⲟⲗ
ϫⲟⲟⲩ ⲛⲥⲁ
ϫⲟⲟⲩϩ ⲉⲃⲟⲗ
ϫⲟⲩϥ ⲉⲃⲟⲗ
ϫⲟⲩϥ ⲛϩⲏⲧ
ϫⲱϩ ⲛϫⲱϩ
ϫⲱϫ ⲛⲗⲁⲕϩ
ϫⲱⲗ ⲉⲃⲟⲗ
ϫⲱⲗⲕ ⲉⲃⲟⲗ
ϫⲱⲣⲡ ⲉ
ϫⲱⲱⲙⲉ ⲛⲧⲟⲩⲉⲓⲟ
ϫⲱⲱⲣⲉ ⲉⲃⲟⲗ
ϭⲁⲙⲟⲩⲗ ⲛϣⲉϩⲃⲉⲥ
ϭⲏⲡ ⲉ
ϭⲓ ⲉⲃⲉⲭⲉ
ϭⲓ ⲉⲣϧⲟⲧ
ϭⲓ ⲙⲡϣⲓⲛⲉ
ϭⲓ ⲙⲡⲁⲓⲕ
ϭⲓ ⲛⲥⲕⲉⲛϩⲟ
ϭⲓ ⲣⲱ
ϭⲓϫ ⲛⲥϩⲁⲓ
ϭⲓⲛϫⲱⲕ ⲉⲃⲟⲗ
ϭⲓⲛⲁϩⲉ ⲉϫⲛ
ϭⲓⲛⲁϩⲉ ⲉⲣⲁⲧ
ϭⲓⲛⲃⲱⲕ ⲛⲙⲧⲱ
ϭⲓⲛⲉ ⲙⲡϣⲓⲛⲉ
ϭⲓⲛⲕⲱ ⲉϩⲟⲩⲛ
ϭⲓⲛⲕⲱ ⲉϩⲣⲁⲓ
ϭⲓⲛⲕⲱ ⲉⲃⲟⲗ
ϭⲓⲛⲙⲟⲟϣⲉ ⲉϩⲟⲩⲛ
ϭⲓⲛⲛⲁⲩ ⲙⲃⲟⲗ
ϭⲓⲛⲥⲱⲣ ⲉⲃⲟⲗ
ϭⲓⲛⲧⲁϩⲟ ⲉⲣⲁⲧ
ϭⲓⲛⲱⲧⲡ ⲉϩⲟⲩⲛ
ϭⲗⲟⲙⲗⲉⲙ ⲉϧⲟⲩⲛ
ϭⲙ ⲡ ⲟⲩⲟⲉⲓϣ
ϭⲙ ⲡ ⲟⲩⲱ
ϭⲛ ⲣⲁⲧ
ϭⲛ ⲧ ϩⲉ
ϭⲛⲟⲛ ⲛϫⲱ
ϭⲟϫⲓ ⲛⲥⲁ
ϭⲟⲉⲓⲗⲉ ⲉ
ϭⲟⲓⲗⲉ ⲉ
ϭⲟⲡ ⲛⲧⲟⲟⲩⲉ
ϭⲟⲡⲉ ϭⲟⲡⲉ
ϭⲱ ⲉ
ϭⲱⲃⲉ ⲛϣⲁ
ϭⲱⲗ ⲉⲃⲟⲗ
ϭⲱⲗϫ ⲉ
ϭⲱⲗϫ ⲛ
ϭⲱⲗⲡ ⲉⲃⲟⲗ
ϭⲱⲟⲩ ϩⲛ
ϭⲱⲟⲩ ⲉⲃⲟⲗ
ϭⲱⲡⲉ ϫⲓⲛ
ϭⲱⲡⲉ ⲉ
ϭⲱⲡⲉ ⲛⲥⲁ
ϭⲱⲣⲉ ⲁⲃⲁⲗ
ϭⲱⲧⲡ ϩⲁⲧϩⲏ
ϭⲱⲧⲡ ϩⲛ
ϭⲱⲧⲡ ⲉ
ϭⲱⲧⲡ ⲉⲃⲟⲗ ⲛ
ϭⲱⲧⲡ ⲛϩⲏⲧ
ϯ ϩⲁ
ϯ ϩⲓ
ϯ ϩⲓϫⲛ
ϯ ⲉ
ϯ ⲉϩⲟⲩⲛ
ϯ ⲉϩⲟⲩⲛ ⲉϩⲣⲛ
ϯ ⲉϩⲣⲁⲓ
ϯ ⲉϫⲛ
ϯ ⲉⲃⲟⲗ
ϯ ⲉⲃⲟⲗ ϩⲓϫⲛ
ϯ ⲉⲑⲏ
ϯ ⲉⲕⲓⲃⲉ
ϯ ⲉⲛⲕⲁϣ
ϯ ⲉⲡϣⲱⲓ
ϯ ⲉⲡⲁϩⲟⲩ
ϯ ⲉⲡⲉⲥⲏⲧ
ϯ ⲉⲡⲟⲩϣⲁⲡ
ϯ ⲉⲡⲥⲱⲧⲉ
ϯ ⲉⲣⲁⲧ
ϯ ⲉⲣⲛ
ϯ ⲉⲧⲛ
ϯ ⲉⲧⲟⲟⲧ ⲛ
ϯ ⲙⲛ
ϯ ⲙⲡⲃⲉⲕⲉ
ϯ ⲙⲡⲃⲉⲭⲉ
ϯ ⲙⲡⲓⲙⲱⲓⲧ
ϯ ⲙⲡⲙⲉⲉⲩⲉ
ϯ ⲙⲡⲟⲩⲟⲓ
ϯ ⲙⲡⲥⲱⲧⲉ
ϯ ⲙⲫⲣⲏϯ
ϯ ⲛϫⲁⲉⲓⲉ
ϯ ⲛϫⲁⲓⲉ
ϯ ⲛⲉⲙ
ϯ ⲛⲉⲩⲱ
ϯ ⲛⲓⲁⲧ
ϯ ⲛⲟⲩϭⲓⲙϣⲓϣ
ϯ ⲛⲟⲩⲉⲣϧⲟⲧ
ϯ ⲛⲥⲁ
ϯ ⲛⲧⲛ
ϯ ⲛⲧⲟⲟⲧ
ϯ ⲟⲃ
ϯ ⲟⲥⲉ
ϯ ⲟⲩⲃⲉ
ϯ ⲡ ⲟⲩⲟⲓ
ϯ ⲡⲉϥ ⲟⲩⲟⲓ
ϯ ⲡⲕⲱϩⲧ
ϯ ⲣⲉⲛ
ϯ ⲣⲱ
ϯ ⲧ ϩⲉ
ϯ ⲧⲉ ϩⲓⲏ
ϯϫⲣⲉ ⲛϩⲏⲧ
ϯⲗⲟⲩⲗⲁⲓ ⲉⲃⲟⲗ
ϯⲙⲉⲧⲣⲉϥⲟϩⲉ ⲉⲣⲁⲧϥ ⲛⲧⲉⲡⲭⲟⲣⲟⲥ
ϯⲙⲧⲟⲛ ⲛ
ϯⲟⲩ ⲛϣⲉ
ϯⲟⲩ ⲛϣⲟ
ϯⲣⲉⲕⲣⲓⲕⲉ ⲛ
ϯⲧⲱⲕ ⲛϩⲏⲧ
ϯⲱⲟⲩ ⲛⲃⲁⲗ
ⲁ ⲁ
ⲁϣ ⲛϩⲉ
ⲁϣ ⲛϭⲟⲧ
ⲁϣⲉ ϩⲛ
ⲁϣⲉ ⲉ
ⲁϣⲉ ⲉϩⲣⲁⲓ
ⲁϣⲉ ⲉⲃⲟⲗ
ⲁϣⲉ ⲛ
ⲁϣⲉ ⲛⲥⲁ
ⲁϣⲓ ⲉϫⲉⲛ
ⲁϣⲓ ⲉⲡϣⲱⲓ
ⲁϥ ⲙⲃⲓⲟⲩ
ⲁϥ ⲛϩⲟⲟⲩⲧ
ⲁϥ ⲛⲉⲃⲓⲱ
ⲁϥ ⲛⲟⲩϩⲟⲣ
ⲁϩⲉ ⲛ
ⲁϩⲉ ⲛⲁ
ⲁⲑⲟⲩⲱⲙ ⲛϩⲏⲧ
ⲁⲗⲉ ϣⲟⲩϩⲏⲛⲉ
ⲁⲗⲉ ⲉϩⲣⲁⲓ
ⲁⲗⲉ ⲉϩⲣⲁⲓ ϩⲓϫⲛ
ⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉ
ⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲛ
ⲁⲙⲁϩⲧⲉ ϩⲓϫⲛ
ⲁⲙⲁϩⲧⲉ ⲉϩⲣⲁⲓ ⲉϫⲛ
ⲁⲙⲁϩⲧⲉ ⲉϫⲛ
ⲁⲙⲁϩⲧⲉ ⲙⲛ
ⲁⲙⲁϩⲧⲉ ⲛⲉⲙ
ⲁⲙⲁϩⲧⲉ ⲛⲥⲁ
ⲁⲙⲟⲛⲓ ⲛⲧⲉⲛ
ⲁⲧϣⲁⲙⲟⲛⲓ ⲛⲧⲉⲛ
ⲁⲧϣⲱⲗ ⲉⲃⲟⲗ
ⲁⲧϫⲓⲧⲁϭⲥⲉ ⲛⲥⲁ
ⲁⲧϯ ⲟⲩⲃⲉ
ⲁⲧⲃⲱⲗ ⲉⲃⲟⲗ
ⲁⲧⲕⲁ ⲧⲟⲟⲧ ⲉⲃⲟⲗ
ⲁⲧⲟⲣⲃ ⲉϩⲟⲩⲛ
ⲁⲧⲟⲩⲱⲛϩ ⲉⲃⲟⲗ
ⲁⲧⲡⲱϩⲧ ⲉⲃⲟⲗ
ⲁⲧⲧⲱⲧ ⲛϩⲏⲧ
ⲁⲧⲭⲱ ⲉⲃⲟⲗ
ⲁⲩⲁⲛ ⲁⲩⲁⲛ
ⲃⲛⲧ ⲛϭⲗⲟϭ
ⲃⲛⲧ ⲛⲉϭⲗⲟϭ
ⲃⲟⲗⲃⲗ ⲉⲃⲟⲗ
ⲃⲣⲃⲣ ⲉϩⲣⲁⲓ
ⲃⲣⲃⲣ ⲉⲃⲟⲗ
ⲃⲱ ⲛⲁⲗⲟⲗⲓ
ⲃⲱ ⲛⲉϭⲗⲟϫ
ⲃⲱ ⲛⲉⲗⲟⲟⲗⲉ
ⲃⲱ ⲛⲕⲛⲧⲉ
ⲃⲱϣ ⲉⲃⲟⲗ
ⲃⲱⲕ ϣⲁ
ⲃⲱⲕ ϩⲁϩⲧⲛ
ⲃⲱⲕ ϩⲓ
ⲃⲱⲕ ϩⲓϫⲛ
ⲃⲱⲕ ϩⲓⲧⲛ
ⲃⲱⲕ ⲉ
ⲃⲱⲕ ⲉϩⲟⲩⲛ
ⲃⲱⲕ ⲉϩⲣⲁⲓ
ⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉϫⲛ
ⲃⲱⲕ ⲉϫⲛ
ⲃⲱⲕ ⲉⲃⲟⲗ
ⲃⲱⲕ ⲉⲃⲟⲗ ϩⲓⲧⲛ
ⲃⲱⲕ ⲉⲃⲟⲗ ϩⲛ
ⲃⲱⲕ ⲉⲑⲏ
ⲃⲱⲕ ⲉⲡⲁϩⲟⲩ
ⲃⲱⲕ ⲉⲡⲉⲥⲏⲧ
ⲃⲱⲕ ⲉⲣⲁⲧ
ⲃⲱⲕ ⲉⲣⲛ
ⲃⲱⲕ ⲛⲙⲧⲱ
ⲃⲱⲕ ⲛⲛⲁϩⲣⲛ
ⲃⲱⲕ ⲛⲧⲙⲧⲱ
ⲃⲱⲕ ⲛⲧⲛ
ⲃⲱⲗ ⲉϩⲣⲁⲓ
ⲃⲱⲗ ⲉⲃⲟⲗ
ⲃⲱⲗ ⲉⲃⲟⲗ ⲛⲉⲙ
ⲃⲱⲗ ⲙⲛ
ⲃⲱⲗϣⲧⲱⲣⲉ ⲉⲃⲟⲗ
ⲃⲱⲧⲥ ⲉⲃⲟⲗ
ⲃⲱⲧⲥ ⲉⲃⲟⲗ ⲉ
ⲃⲱⲧⲥ ⲉⲃⲟⲗ ⲛⲉⲙ
ⲃⲱⲧⲥ ⲉⲃⲟⲗ ⲟⲩⲃⲉ
ⲃⲱⲱⲣⲉ ⲉⲃⲟⲗ
ⲉ ⲁ
ⲉ ⲉ
ⲉ ⲡ ⲣⲱϣⲉ
ⲉϣϫⲉ ⲙⲙⲟⲛ
ⲉϣⲗⲟⲩⲗⲁⲓ ⲉⲃⲟⲗ
ⲉϣⲗⲟⲩⲗⲁⲓ ⲛⲥⲁ
ⲉϣⲱⲡⲉ ⲙⲙⲟⲛ
ⲉϧⲟⲩⲛ ϩⲁ
ⲉϩⲟⲩⲛ ϩⲁ
ⲉϩⲣⲁⲓ ϩⲁ
ⲉⲃⲏⲗ ⲉ
ⲉⲃⲟⲗ ϩⲁ
ⲉⲃⲟⲗ ϩⲓϫⲛ
ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ
ⲉⲃⲟⲗ ϩⲛ
ⲉⲃⲟⲗ ϫⲉ
ⲉⲃⲟⲗ ⲛⲧⲛ
ⲉⲃⲟⲗ ⲟⲩⲧⲉ
ⲉⲃⲟⲗ ⲥⲁ
ⲉⲃⲟⲗ ⲧⲱⲛ
ⲉⲓ ϣⲁ
ⲉⲓ ϩⲁϩⲧⲛ
ⲉⲓ ϩⲁⲧⲛ
ⲉⲓ ⲉ
ⲉⲓ ⲉϩⲟⲩⲛ
ⲉⲓ ⲉϩⲣⲁⲓ
ⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲛ
ⲉⲓ ⲉϫⲛ
ⲉⲓ ⲉⲃⲟⲗ
ⲉⲓ ⲉⲃⲟⲗ ϩⲓⲧⲛ
ⲉⲓ ⲉⲃⲟⲗ ϩⲛ
ⲉⲓ ⲉⲃⲟⲗ ⲉ
ⲉⲓ ⲉⲡⲁϩⲟⲩ
ⲉⲓ ⲉⲡⲉⲥⲏⲧ
ⲉⲓ ⲉⲡⲧⲉ
ⲉⲓ ⲉⲣⲁⲧ
ⲉⲓ ⲉⲣⲛ
ⲉⲓ ⲉⲧⲑⲏ
ⲉⲓ ⲉⲧⲛ
ⲉⲓ ⲛ
ⲉⲓ ⲛⲁϩⲣⲛ
ⲉⲓ ⲛⲛⲁϩⲣⲛ
ⲉⲓ ⲛⲥⲁ
ⲉⲓϣⲉ ⲉ
ⲉⲓϣⲉ ⲉϩⲣⲁⲓ
ⲉⲓϣⲉ ⲉϫⲛ
ⲉⲓϣⲉ ⲛⲥⲁ
ⲉⲓⲁ ⲛ ⲥϩⲓⲙⲉ
ⲉⲓⲁ ⲛⲧⲟⲟⲩ
ⲉⲓⲁ ⲥϩⲓⲙⲉ
ⲉⲓⲁ ⲧⲟⲟⲧ ⲛⲥⲁ
ⲉⲓⲁϩ ϣⲏⲛ
ⲉⲓⲛⲉ ϣⲁ
ⲉⲓⲛⲉ ϩⲁ
ⲉⲓⲛⲉ ϩⲓϫⲛ
ⲉⲓⲛⲉ ϩⲓⲡⲁϩⲟⲩ
ⲉⲓⲛⲉ ⲉ
ⲉⲓⲛⲉ ⲉϩⲟⲩⲛ
ⲉⲓⲛⲉ ⲉϩⲣⲁⲓ
ⲉⲓⲛⲉ ⲉϫⲛ
ⲉⲓⲛⲉ ⲉϫⲛ ϭⲓϫ
ⲉⲓⲛⲉ ⲉϫⲛ ⲧⲟⲟⲧ
ⲉⲓⲛⲉ ⲉⲃⲟⲗ
ⲉⲓⲛⲉ ⲉⲑⲏ
ⲉⲓⲛⲉ ⲉⲡⲁϩⲟⲩ
ⲉⲓⲛⲉ ⲉⲡⲉⲥⲏⲧ
ⲉⲓⲛⲉ ⲉⲣⲁⲧ
ⲉⲓⲛⲉ ⲉⲧⲙⲏⲧⲉ
ⲉⲓⲛⲉ ⲙⲙⲟ
ⲉⲓⲛⲉ ⲛ
ⲉⲓⲛⲉ ⲛⲁϩⲣⲛ
ⲉⲓⲛⲉ ⲛⲥⲁ
ⲉⲓⲛⲉ ⲛⲧⲟⲟⲧ
ⲉⲓⲛⲉ ⲛⲧⲟⲟⲧ ⲉ
ⲉⲓⲣⲉ ϩⲁ
ⲉⲓⲣⲉ ⲉ
ⲉⲓⲣⲉ ⲉϫⲛ
ⲉⲓⲣⲉ ⲙⲡϩⲁⲡ
ⲉⲓⲣⲉ ⲙⲡⲡⲉⲧⲛⲁⲛⲟⲩϥ
ⲉⲓⲣⲉ ⲛ
ⲉⲓⲣⲉ ⲛϩⲁⲉ
ⲉⲓⲣⲉ ⲛⲁⲧⲟⲟⲧ
ⲉⲓⲣⲉ ⲛⲃⲟⲧⲉ
ⲉⲓⲣⲉ ⲛⲃⲣⲣⲉ
ⲉⲓⲣⲉ ⲛⲕⲗⲟⲙ
ⲉⲓⲣⲉ ⲛⲟⲩϭⲣⲟϭ
ⲉⲓⲣⲉ ⲛⲟⲩϭⲣⲟⲟϭ
ⲉⲓⲣⲉ ⲛⲟⲩⲥⲱⲃⲉ
ⲉⲓⲣⲉ ⲛⲟⲩⲧⲁⲉⲓⲟ
ⲉⲓⲣⲉ ⲛⲣⲣⲟ
ⲉⲓⲣⲉ ⲛⲥⲙⲟⲧ
ⲉⲓⲥ ϩⲏⲏⲛⲉ
ⲉⲓⲥ ϩⲏⲏⲡⲉ
ⲉⲓⲥ ϩⲏⲏⲧⲉ
ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲉⲓⲥ
ⲉⲓⲱ ⲉⲃⲟⲗ
ⲉⲓⲱⲣϩ ⲛⲥⲁ
ⲉⲓⲱⲣⲙ ⲉ
ⲉⲓⲱⲣⲙ ⲉϩⲟⲩⲛ
ⲉⲓⲱⲣⲙ ⲉϩⲣⲁⲓ
ⲉⲓⲱⲣⲙ ⲉⲃⲟⲗ
ⲉⲓⲱⲣⲙ ⲛⲥⲁ
ⲉⲛⲟⲩⲧⲁϩ ⲉⲃⲟⲗ
ⲉⲣ ⲛⲁⲧⲑⲱⲧ ⲛϩⲏⲧ
ⲉⲣ ⲡ ⲕⲉ
ⲉⲣⲃⲱⲧⲥ ⲛⲉⲙ
ⲉⲣⲉ ⲁ
ⲉⲧⲃⲉ ϫⲉ
ⲉⲧⲃⲉ ⲟⲩ
ⲉⲧⲃⲉ ⲡⲁⲓ
ⲏⲣⲡ ⲛⲧⲗⲏ
ⲑⲉⲃⲓⲟ ⲉⲃⲟⲗ
ⲑⲗⲟ ⲉⲃⲟⲗ
ⲑⲱⲃϣ ⲉⲃⲟⲗ
ⲑⲱⲟⲩϯ ⲙⲡⲓϣⲉ
ⲓ ϩⲓϫⲉⲛ
ⲓ ⲉϩⲣⲉⲛ
ⲓ ⲉⲡϣⲱⲓ
ⲓϣⲓ ⲉⲡϣⲱⲓ
ⲓⲁϩ ⲛⲕⲛⲧⲉ
ⲓⲛⲓ ⲉϧⲣⲏⲓ
ⲓⲛⲓ ⲉⲡϣⲱⲓ
ⲓⲟϩⲓ ⲛϫⲱⲓⲧ
ⲓⲣⲓ ⲙϣⲓϣ
ⲓⲣⲓ ⲙⲃⲱⲕ
ⲓⲣⲓ ⲙⲫⲣⲏϯ
ⲓⲣⲓ ⲛⲃⲉⲣⲓ
ⲓⲱⲥ ⲙⲙⲟ
ⲓⲱⲥ ⲛ
ⲕⲁ ⲡ ⲙⲁ
ⲕⲁ ⲣⲁⲧ
ⲕⲁ ⲣⲁⲧ ⲉⲃⲟⲗ
ⲕⲁ ⲣⲱ
ⲕⲁϭⲟⲙ ⲉⲃⲟⲗ
ⲕⲁⲉⲟⲩⲱ ⲉϩⲣⲁⲓ
ⲕⲁⲧⲁ ⲑⲉ
ⲕⲁⲧⲁ ⲟⲩⲟⲉⲓϣ
ⲕⲏ ⲉⲡϣⲱ
ⲕⲟⲥⲕⲥ ⲉⲃⲟⲗ
ⲕⲟⲧ ⲛⲥⲓⲕⲉ
ⲕⲟⲩⲓ ϣⲏⲙ
ⲕⲧⲉ ⲉⲓⲁⲧ
ⲕⲧⲟ ϣⲁ
ⲕⲧⲟ ⲉϩⲟⲩⲛ
ⲕⲧⲟ ⲉϩⲣⲁⲓ
ⲕⲧⲟ ⲉϫⲛ
ⲕⲧⲟ ⲉⲃⲟⲗ
ⲕⲧⲟ ⲉⲡⲁϩⲟⲩ
ⲕⲧⲟ ⲛⲥⲁⲃⲟⲗ ⲛ
ⲕⲱ ϩⲁ
ⲕⲱ ϩⲁϩⲧⲛ
ⲕⲱ ϩⲁⲉⲓⲁⲧ
ⲕⲱ ϩⲁⲣⲁⲧ
ⲕⲱ ϩⲁⲣⲛ
ⲕⲱ ϩⲓϫⲛ
ⲕⲱ ϩⲓⲃⲟⲗ
ⲕⲱ ⲉ
ⲕⲱ ⲉϩⲟⲩⲛ
ⲕⲱ ⲉϩⲣⲁⲓ
ⲕⲱ ⲉϫⲛ
ⲕⲱ ⲉⲃⲟⲗ
ⲕⲱ ⲉⲡⲁϩⲟⲩ
ⲕⲱ ⲉⲡⲉⲥⲏⲧ
ⲕⲱ ⲛϩⲏⲧ
ⲕⲱ ⲛϫⲁⲉⲓⲉ
ⲕⲱ ⲛϫⲁⲓⲉ
ⲕⲱ ⲛⲉⲩⲱ
ⲕⲱ ⲛⲣⲙϩⲉ
ⲕⲱ ⲛⲣⲱ
ⲕⲱ ⲛⲥⲁ
ⲕⲱ ⲛⲧⲛ
ⲕⲱ ⲛⲧⲟⲟⲧ ⲉⲃⲟⲗ
ⲕⲱϩ ⲉ
ⲕⲱϯ ⲛⲧⲉⲛ
ⲕⲱϯ ⲥⲁⲃⲟⲗ ⲛ
ⲕⲱⲕ ⲁϩⲏⲩ
ⲕⲱⲕ ⲉⲃⲟⲗ
ⲕⲱⲗϩ ϧⲉⲛ
ⲕⲱⲗϩ ϩⲓⲣⲉⲛ
ⲕⲱⲗϩ ⲉϩⲟⲩⲛ
ⲕⲱⲗϩ ⲉϫⲉⲛ
