Mark_01	ⲧ ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	place	Jerusalem
Mark_06	ⲫⲓⲗⲓⲡⲡⲟⲥ ⲡⲉϥ ⲥⲟⲛ	person	Philip the Tetrarch
YA518-520	ⲃⲁⲗⲗⲁ	person	Bilhah
proclus.13.easter	ⲛⲁⲃⲟⲩⲑⲁⲓ ⲡ ⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ	person	Naboth
AP.116.pistus.01	ⲁⲡⲁ ϫⲓϫⲱⲓ	person	Sisoes the Great
AP.119.Sisoes.16	ⲡⲉⲕ ϫⲓϫⲱⲓ	person	Sisoes the Great
martyrdom.victor.01	ⲧⲉ ϩⲣⲱⲙⲁⲛⲓⲁ	place	Roman Dacia
AP.131.n301.joshua	ⲓⲏⲥⲟⲩ ⲡ ϣⲏⲣⲉ ⲛ ⲛⲁⲩⲏ	person	Joshua
Mark_03	ⲓⲟⲩⲇⲁⲥ ⲡ ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ ⲡ ⲉⲛⲧ ⲁ ϥ ⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟ	person	Judas Iscariot
XL93-94	ⲡ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ	person	Jesus
psephrem.letter	ⲡⲁⲩⲗⲟⲥ	person	Paul the Apostle
Ruth_02	ⲙⲱⲁⲃ	place	Moab
Ruth_04	ⲙⲱⲁⲃ	place	Moab
XL93-94	ⲓⲏⲥⲟⲩⲥ · ⲡⲁⲓ ⲛⲧ ⲁ ϥ ϫⲓ ⲛ ⲟⲩ ⲙⲟⲣⲫⲏ ⲛ ϩⲙϩⲁⲗ ⲉⲧⲃⲏⲏⲧ ⲛ	person	Jesus
Mark_01	ⲛⲁⲍⲁⲣⲉⲑ ⲛⲧⲉ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ	place	Nazareth
