#added
ϩⲓⲣⲙ	1	1	1
ⲙⲙⲓⲛ	1	1	1
ϧⲁⲧⲉⲛ	1	1	1
ⲉⲣⲉ	1	1	1
ⲉⲛⲁⲣⲉ	1	1	1
ⲛⲁⲣⲉ	1	1	1
ⲉ	1	1	1
ⲛ	1	1	1
ⲙ	1	1	1
ⲉⲑⲃⲉ	1	1	1
ⲉⲧⲃⲉ	1	1	1
ⲉⲧ	1	1	1
ⲉⲧϧⲉⲛ	1	1	1
ⲉϩⲣⲉⲛ	1	1	1
ⲉϩⲣⲉⲙ	1	1	1
ϩⲓⲣⲉⲙ	1	1	1
ⲉϫⲉⲛ	1	1	1
ⲉϫⲉⲙ	1	1	1
ϣⲁ	1	1	1
ⲛⲥⲁ	1	1	1
ⲕⲁⲧⲁ	1	1	1
ⲛⲉⲙ	1	1	1
ϩⲓ	1	1	1
ⲁϫⲛ	1	1	1
ⲛⲧⲉ	1	1	1
ⲛⲧⲉⲛ	1	1	1
ϩⲁⲧⲉⲛ	1	1	1
ϩⲁⲧⲉⲙ	1	1	1
ϩⲓⲣⲉⲛ	1	1	1
ⲛⲃⲗ	1	1	1
ⲉⲣⲁⲧ	1	1	1
ⲛⲥⲁⲃⲏⲗ	1	1	1
ϩⲛ	1	1	1
ϩⲙ	1	1	1
ϩⲓⲧⲉⲛ	1	1	1
ϩⲓⲧⲉⲙ	1	1	1
ϩⲓϫⲉⲛ	1	1	1
ϩⲓϫⲉⲙ	1	1	1
ϩⲁ	1	1	1
ⲙⲉⲭⲣⲓ	1	1	1
ⲡⲁⲣⲁ	1	1	1
ⲛⲁ	1	1	1
ⲛⲛⲁϩⲣⲉⲛ	1	1	1
ⲉϫⲛ	1	1	1
ⲉϫⲙ	1	1	1
ⲉⲥⲕⲉⲛ	1	1	1
ϩⲓⲥⲕⲉⲛ	1	1	1
ϧⲁ	1	1	1
ϧⲉⲛ	1	1	1
ⲛϫⲉ	1	1	1
ϫⲉ	1	1	1
ϩⲁϩⲧⲏ	1	1	1
ϩⲁⲉⲓⲁⲧ	1	1	1
ϩⲁⲣⲁⲧ	1	1	1
ϩⲁⲣⲓϩⲁⲣⲟ	1	1	1
ϩⲁⲣⲟ	1	1	1
ϩⲁⲣⲱ	1	1	1
ϩⲁⲧⲏ	1	1	1
ϩⲁⲧⲟⲧ	1	1	1
ϩⲓϫⲱ	1	1	1
ϩⲓⲣⲱ	1	1	1
ϩⲓⲧⲉ	1	1	1
ϩⲓⲧⲟⲟ	1	1	1
ϩⲓⲧⲟⲧ	1	1	1
ϩⲓⲧⲟⲩⲱ	1	1	1
ϩⲓⲱ	1	1	1
ϩⲓⲱⲱ	1	1	1
ⲁϫⲛⲧ	1	1	1
ⲁⲧϭⲛⲉ	1	1	1
ⲁⲧϭⲛⲟⲩ	1	1	1
ⲉϩⲣⲁ	1	1	1
ⲉϫⲛⲧⲉ	1	1	1
ⲉϫⲱ	1	1	1
ⲉⲑⲃⲏⲧ	1	1	1
ⲉⲣⲁⲧⲟⲩ	1	1	1
ⲉⲣⲟ	1	1	1
ⲉⲣⲱ	1	1	1
ⲉⲧⲃⲏⲏ	1	1	1
ⲉⲧⲟⲧ	1	1	1
ⲙⲉⲛⲉⲛⲥⲁ	1	1	1
ⲛⲁϩⲣⲁ	1	1	1
ⲛⲃⲗⲁ	1	1	1
ⲛⲛⲁϩⲣⲁ	1	1	1
ⲛⲛⲁϩⲣⲏ	1	1	1
ⲛⲥⲁⲃⲗⲗⲁ	1	1	1
ⲛⲧⲟⲧ	1	1	1
ⲟⲩⲃⲏ	1	1	1
ⲟⲩⲧⲱ	1	1	1
ⲉⲧⲉ	1	1	1
#observed
ⲩⲟϩ	239	4	0.9835390946502057
ⲱⲟⲩ	93	21	0.8157894736842105
ⲟⲩϯ	71	1	0.9861111111111112
