ⲟⲩⲛⲟⲩ	22
ⲧⲁⲕⲟ	22
ϩⲓⲧ	22
ⲥⲟⲫⲓⲁ	21
ⲛⲑⲱⲟⲩ	21
ⲛⲁⲛⲉ	21
ⲥⲱ	21
ⲧⲱⲟⲩ	20
ⲫⲉ	20
ϩⲓϫⲉⲛ	20
ⲁⲫⲉ	20
ⲁⲣⲭⲓⲉⲣⲉⲩⲥ	20
ⲧⲁⲓ	20
ⲧⲟⲩ	20
ⲙⲉⲧⲟⲩⲣⲟ	20
ⲙⲉⲛⲉⲛⲥⲁ	20
ⲡⲉϫⲉ	20
ⲟⲩⲱⲧ	20
ϭⲱⲣⲡ	19
ⲟϣ	19
ⲟⲩⲱⲓⲛⲓ	19
ⲧⲉⲕ	19
ⲑⲣ	19
ⲥⲛⲏⲩ	19
ⲥⲱⲟⲩⲛ	19
ⲡⲉⲧⲉⲛ	19
ⲁⲅⲅⲉⲗⲟⲥ	19
ⲭⲱⲣⲁ	19
ⲥⲁϧ	19
ⲑⲱⲛ	19
ⲉⲑⲃⲏⲧ	19
ⲛⲧⲉⲛ	19
ϫⲱⲕ	19
ⲓⲧⲉ	19
ⲃⲁⲕⲓ	19
ⲡⲉϫⲱ	19
ⲡⲉⲧⲣⲟⲥ	19
ⲛⲛⲉ	18
ϯⲛⲟⲩ	18
ⲛⲉⲛ	18
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ	18
ⲙⲁⲗⲗⲟⲛ	18
ⲛⲧⲁ	18
ⲥϧⲁⲓ	18
ⲙⲁϣⲉ	18
ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	18
ϣⲁⲣⲟ	18
ϩⲱⲗ	18
ϣⲁⲧⲉ	18
ⲡⲱⲥ	18
ⲕⲱⲧ	18
ⲡⲉⲥ	18
ϩⲁⲓ	18
ⲛⲟϩⲉⲙ	18
ⲭⲱⲟⲩⲛⲓ	18
ⲯⲩⲭⲏ	17
ⲗⲁⲟⲥ	17
ⲟⲩⲁϩⲥⲁϩⲛⲓ	17
ⲁⲙⲏⲛ	17
ⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ	17
ⲱⲛϧ	17
ⲱⲗⲓ	17
ⲁⲣⲭⲱⲛ	17
ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	17
ϩⲏ	17
ϣⲱⲓ	17
ⲉⲣϣⲓϣⲓ	17
ϯϩⲁⲡ	17
ⲁⲫⲟⲧ	17
ϣⲁⲛ	17
ϧⲁϫⲱ	16
ⲉⲑⲛⲟⲥ	16
ⲟⲩϫⲁⲓ	16
ⲙⲡⲉⲛⲑⲣⲉ	16
ⲱ	16
ⲙⲙⲁⲩⲁⲧ	16
ⲥⲓⲛⲓ	16
ⲫⲁ	16
ϯⲥⲃⲱ	16
ϭⲟϫⲓ	16
ⲇⲁⲓⲙⲱⲛ	16
ⲙⲉⲗⲟⲥ	16
ϩⲓⲱⲓϣ	16
ⲑⲱⲟⲩϯ	16
ⲥⲙⲏ	15
ϩⲓⲟⲩⲓ	15
ⲛϧⲣⲏⲓ	15
ⲁⲣⲉϩ	15
ϩⲟϯ	15
ⲁϥϣⲁⲛ	15
ⲁⲅⲁⲡⲏ	15
ⲛⲉⲧⲉⲛ	15
ϧⲁⲧⲟⲧ	15
ϩⲱⲟⲩ	15
ⲧⲱⲟⲩⲛ	15
ϯⲱⲟⲩ	15
ⲓⲇⲱⲗⲟⲛ	15
ϩⲓⲱⲧ	15
ⲉⲣⲫⲉⲓ	15
ⲧⲱⲃϩ	15
ⲓⲟⲙ	14
ⲛⲉⲙⲏ	14
ⲁⲣⲉϣⲁⲛ	14
ⲉⲣϩⲱⲃ	14
ⲣⲁⲕⲟϯ	14
ⲭⲏⲙⲓ	14
ⲃⲱⲕ	14
ⲑⲁⲓ	14
ⲙⲁⲩ	14
ⲡⲁⲗⲓⲛ	14
ⲅ	14
ϩⲟⲛϩⲉⲛ	14
ⲉⲛⲭⲁⲓ	14
ⲓⲟⲩⲇⲁⲓ	14
ⲣⲉϥⲙⲱⲟⲩⲧ	14
ⲁⲑⲁⲛⲁⲥⲓⲟⲥ	14
ⲥⲙⲟⲩ	13
ⲙⲧⲟⲛ	13
ⲁⲓϣⲁⲛ	13
ϩⲁⲣⲱ	13
ⲁⲛⲁⲩ	13
ⲥϧⲏⲧ	13
ϩⲟ	13
ⲙⲟⲛⲁⲭⲟⲥ	13
ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	13
ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	13
ⲙⲏⲓⲛⲓ	13
ⲧⲁϩⲟ	13
ϣⲉⲡ	13
ϫⲉⲙϫⲟⲙ	13
ⲥⲛⲟϥ	13
ϭⲁⲗⲁⲩϫ	12
ϭⲓⲥⲓ	12
ⲟⲩⲏⲓ	12
ⲙⲁⲣ	12
ϣⲫⲏⲣ	12
ⲉⲣⲏⲩ	12
ⲥⲧⲁⲩⲣⲟⲥ	12
ⲉⲧⲓ	12
ⲇⲁⲩⲓⲇ	12
ⲧⲟⲓ	12
ⲫⲱⲣϫ	12
ⲛⲕⲟⲧ	12
ⲧⲁⲙⲉ	12
ⲉϩⲟⲧⲉ	12
ⲙⲑⲟ	12
ⲟⲩⲓⲛⲁⲙ	12
ⲉϫⲱⲣϩ	12
ⲕⲁϯ	12
ⲧⲁⲗϭⲟ	12
ⲣⲉϥϯⲥⲃⲱ	12
ⲓⲃ	12
ⲱⲛⲓ	12
ⲙⲏϯ	11
ϧⲓⲥⲓ	11
ⲛⲧⲱ	11
ⲟⲩⲟⲣⲡ	11
ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ	11
ⲅⲉⲱⲣⲅⲓⲟⲥ	11
ϧⲁⲣⲟ	11
ϩⲏⲡⲡⲉ	11
ⲣⲓⲙⲓ	11
ϣⲱⲡ	11
ⲫⲟϩ	11
ϣⲉⲙϣⲓ	11
ⲧⲏⲣϥ	11
ϩⲃⲱⲥ	11
ⲉⲓⲱⲧ	11
ⲁⲑⲛⲁϩϯ	11
ⲑⲏ	11
ϫⲉⲙϩⲏⲟⲩ	11
ⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ	11
ϣⲉⲡϩⲙⲟⲧ	11
ⲟⲗ	11
ⲓⲁⲕⲱⲃⲟⲥ	11
ⲛⲟⲙⲟⲥ	11
ⲫⲱⲧ	10
ϣⲱⲧ	10
ⲉⲡⲓⲥⲧⲟⲗⲏ	10
ⲡⲟⲗⲓⲥ	10
ⲧⲁⲓⲟ	10
ⲉⲧⲟⲧ	10
ⲭⲁⲣⲧⲟⲗⲁⲣⲓⲟⲥ	10
ϣⲓⲏⲧ	10
ϥⲁⲓ	10
ⲕⲁⲗⲱⲥ	10
ϫⲓⲙⲓ	10
ϣⲟⲩϣⲟⲩ	10
ⲙⲱⲩⲥⲏⲥ	10
ⲁⲓⲧ	10
ⲙⲡⲉⲣ	10
ⲕⲁⲛ	10
ⲃⲟⲗ	10
ϩⲉⲓ	10
ⲉⲣⲉⲧⲓⲛ	10
ⲏⲗⲓⲁⲥ	10
ⲙϩⲁⲩ	10
ⲉⲣϣⲟⲣⲡ	10
ⲡⲓⲗⲁⲧⲟⲥ	10
ⲉⲣϣⲱⲟⲩϣⲓ	10
ϩⲃⲏⲟⲩⲓ	9
ⲧⲱⲙⲧ	9
ⲟⲩⲟⲓ	9
ϣⲑⲟⲣⲧⲉⲣ	9
ⲉⲥⲏⲧ	9
ϩⲟϫϩⲉϫ	9
ⲃⲱ	9
ⲙⲏⲡⲱⲥ	9
ϯⲙⲓ	9
ϫⲟⲧ	9
ⲣ	9
ⲍⲁⲭⲁⲣⲓⲁⲥ	9
ϣⲫⲏⲣⲓ	9
ⲉⲣⲏⲟⲩ	9
ⲟⲩⲱϣⲧ	9
ϣⲁϥⲉ	9
ⲅⲣⲁⲫⲏ	9
ϭⲟⲥⲓ	9
ⲙⲕⲁϩ	9
ⲧⲉⲥ	9
ⲉⲛⲧⲟⲗⲏ	9
ⲟⲩⲓ	9
ϯⲙⲁϯ	9
ⲥⲟⲛϩ	9
ⲫⲱϣ	9
ⲙⲉⲑⲙⲏⲓ	9
ⲙⲱⲟⲩⲧ	9
ⲡⲁⲥⲭⲁ	9
ϩⲱϯ	9
ⲭⲣⲱⲙ	9
ϧⲁⲉ	9
ⲟⲩⲉⲧ	9
ⲉⲕⲉ	8
ⲁⲣⲉⲧⲏ	8
ϫⲟⲛⲥ	8
ⲁⲗⲏⲓ	8
ⲙⲱⲟⲩ	8
ϣⲟⲩⲓⲧ	8
ⲧⲟⲩⲛⲟⲥ	8
ⲉⲥⲱⲟⲩ	8
ⲉⲣϩⲉⲗⲡⲓⲥ	8
ⲣⲱⲓⲥ	8
ⲙⲉⲓ	8
ϩⲉⲓⲣⲏⲛⲏ	8
ⲟⲩⲱⲛϩ	8
ⲣⲟⲩϩⲓ	8
ⲥⲁϧⲟⲩⲛ	8
ϩⲉⲃⲥⲱ	8
ⲉⲣⲁⲅⲁⲡⲁⲛ	8
ⲕⲟⲓ	8
ⲉⲡⲉⲓⲇⲏ	8
ϣⲁⲧ	8
ⲉⲛⲕⲟⲧ	8
ϣⲁⲣⲉ	8
ⲙⲁϣϫ	8
ⲉⲣⲛⲟⲃⲓ	8
ⲟⲩⲟⲙ	8
ⲕⲱⲣϥ	8
ⲥⲃⲱ	8
ⲙⲁⲣⲓⲁ	8
ⲏⲣⲱⲇⲏⲥ	8
ϫⲟⲉⲓ	8
ϩⲏⲇⲏ	8
ⲟⲩⲏⲣ	8
ϧⲟⲑⲃ	8
ϩⲁⲡ	8
ⲥⲩⲛⲏⲇⲉⲥⲓⲥ	8
ⲑⲁ	8
ⲍ	8
ϭⲛⲉϫⲱ	8
ⲥⲓϯ	8
ⲡⲣⲟⲥⲉⲩⲭⲏ	7
ⲑ	7
ⲥⲟⲩⲱⲛ	7
ⲕⲓⲙ	7
ⲃⲱⲗ	7
ϫⲱⲛⲧ	7
ϭⲏⲡⲓ	7
ⲁⲛⲟⲙⲟⲥ	7
ϩⲏⲕⲓ	7
ⲧⲁⲗⲟ	7
ⲛⲉϫⲓ	7
ⲛⲛ	7
ⲙⲡϣⲁ	7
ⲙⲟϩ	7
ⲡⲁⲣⲁⲇⲟⲥⲓⲥ	7
ⲙⲟⲕⲙⲉⲕ	7
ⲛⲟⲧⲁⲣⲓⲟⲥ	7
ⲁⲗⲏⲑⲱⲥ	7
ⲡⲁⲣⲁ	7
ⲉⲙⲡϣⲁ	7
ⲟⲩⲉϣ	7
ⲥⲟϭⲛⲓ	7
ⲥⲁⲓ	7
ϩⲓϫⲱ	7
ⲥⲟⲧⲡ	7
ⲧⲟⲡⲟⲥ	7
ⲕⲁⲓ	7
ⲥⲓ	7
ⲫⲏⲟⲩⲓ	7
ⲑⲉⲃⲓⲟ	7
ⲓⲥ	7
ⲙⲩⲥⲧⲏⲣⲓⲟⲛ	7
ⲡⲟⲗⲉⲙⲟⲥ	7
ⲟⲩⲟⲛⲧⲁ	7
ⲑⲁϩⲉⲙ	7
ⲡⲁⲣⲑⲉⲛⲟⲥ	7
ϥⲓⲣⲱⲟⲩϣ	7
ⲡⲉⲧϩⲱⲟⲩ	7
ϭⲓⲱⲙⲥ	7
ⲑⲉⲧ	7
ⲓⲧⲁ	7
ⲱⲙⲥ	7
ϣⲉⲣⲓ	7
ⲉⲗ	7
ⲛⲑⲟⲥ	7
ⲉⲣⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ	7
ⲣⲱⲧⲉⲃ	7
ⲕⲟⲧ	7
ϩⲟⲩⲓⲧ	7
ⲛⲟⲃⲓ	7
ϩⲟⲧⲁⲛ	7
ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	7
ⲥϣⲉ	7
ⲥⲱⲧⲡ	7
ⲟⲩⲣⲱⲟⲩ	7
ⲉⲥⲉ	7
ⲙⲃⲟⲛ	6
ⲙⲉϩ	6
ϫⲱⲣⲓ	6
ⲕⲉⲛⲧⲉ	6
ⲥⲱⲧⲏⲣ	6
ⲑⲱϣ	6
ⲥⲁⲃⲃⲁⲧⲟⲛ	6
ⲓⲉⲣⲟⲥⲁⲗⲏⲙ	6
ϣⲟϣ	6
ⲣⲁⲧ	6
ⲃⲓⲟⲥ	6
ⲑⲱϩⲉⲙ	6
ⲙⲉⲛⲣⲁϯ	6
ⲭⲟϩ	6
ⲉⲣⲟⲩⲱⲓⲛⲓ	6
ⲅⲉⲛⲟⲥ	6
ϯⲱⲙⲥ	6
ⲥⲱⲛⲓ	6
ϩⲁⲣⲁ	6
ⲁⲓⲧⲓⲁ	6
ⲧⲁⲙⲱ	6
ⲥⲩⲛⲏⲑⲉⲓⲁ	6
ⲁⲃⲟⲧ	6
ⲧⲟⲧ	6
ⲙⲉⲛⲣⲓⲧ	6
ⲟⲛⲓ	6
ⲥⲉⲃⲧⲱⲧ	6
ⲙⲉⲛⲉⲛⲥⲱ	6
ⲫⲁϣ	6
ⲡⲟⲣⲛⲓⲁ	6
ⲉⲣⲡⲓⲣⲁⲍⲓⲛ	6
ⲟⲩⲟⲛⲧⲉ	6
ⲧⲟⲩⲃⲟ	6
ⲙⲉⲣⲟⲥ	6
ϩⲟⲧⲉ	6
ⲁⲧⲉⲙⲓ	6
ⲙⲉⲧⲙⲉⲑⲣⲉ	6
ϩⲓϣⲉⲛⲛⲟⲩϥⲓ	6
ⲅⲁⲗⲓⲗⲉⲁ	6
ⲟⲩⲁϣ	6
ⲓⲟϩⲓ	6
ⲧⲉⲃⲧ	6
ⲉϩⲣⲁ	6
ϣⲟ	6
ⲙⲏⲣ	6
ⲉⲣⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ	6
ⲟⲩⲉⲓ	6
ⲛⲟⲩϫ	6
ϣⲉⲙⲏⲣ	6
ⲣⲁⲥϯ	6
ⲙⲁⲣⲕⲟⲥ	6
ⲧⲁⲓⲏⲟⲩⲧ	6
ϫⲁϫⲓ	6
ϣⲗⲏⲗ	6
ⲁⲛⲁⲥⲧⲁⲥⲓⲥ	6
ϣⲱϣ	6
ⲓⲁϩⲁⲗⲟⲗⲓ	6
ⲣⲟⲙⲡⲓ	5
ϩⲱⲃⲥ	5
ⲛϩⲣⲏⲓ	5
ⲣⲏ	5
ⲉⲣⲕⲟⲩϫⲓ	5
ⲑⲁϩⲥ	5
ⲥⲑⲉⲣⲧⲉⲣ	5
ϫⲱⲓⲧ	5
ϭⲣⲟ	5
ⲥⲉⲛ	5
ⲟⲩⲱⲛ	5
ϩⲓⲣⲏⲛⲏ	5
ϫⲉⲙⲛⲟⲙϯ	5
ⲁⲣⲭⲏ	5
ⲑⲁϣ	5
ⲡⲁⲩⲗⲟⲥ	5
ⲉⲛϩⲟⲧ	5
ⲥⲟⲑⲙ	5
ϫⲫⲟ	5
ⲥⲙⲁⲣⲱⲟⲩⲧ	5
ⲥⲩⲅⲅⲉⲛⲏⲥ	5
ⲥϧⲉ	5
ⲗⲟⲓⲡⲟⲛ	5
ⲑⲙⲏⲓ	5
ⲁⲃⲣⲁⲁⲙ	5
ⲁⲥⲕⲏⲧⲏⲥ	5
ⲁⲙⲟⲩ	5
ⲣⲉⲙϩⲉ	5
ⲧⲓⲙⲓ	5
ⲇⲓⲁⲕⲱⲛ	5
ⲧⲁϩⲛⲟ	5
ⲭⲣⲏⲙⲁ	5
ⲙⲙⲟⲛⲧⲉ	5
ⲙⲙⲓⲛⲙⲙⲟ	5
ⲁⲩϣⲁⲛ	5
ⲁⲥϣⲁⲛ	5
ⲥⲉⲡⲓ	5
ⲑⲁϩⲙⲉ	5
ⲁⲛⲁ	5
ⲡⲣⲟⲫⲏⲧⲓⲁ	5
ⲑⲣⲟ	5
ⲟⲩⲉⲓⲛⲓⲛ	5
ⲉⲛⲉ	5
ⲙⲁϩⲅ	5
ⲙⲉⲧⲥⲟϫ	5
ⲉⲡⲓⲇⲏ	5
ϯϣⲓⲡⲓ	5
ⲧⲉⲧⲛ	5
ϧⲱⲧⲉⲃ	5
ⲁⲕⲁⲑⲁⲣⲧⲟⲛ	5
ⲁⲗⲱⲟⲩⲓ	5
ⲟⲩⲧⲉ	5
ϩⲓⲑⲁϥ	5
ⲙⲛⲁⲓ	5
ⲇⲓⲡⲛⲟⲛ	5
ⲣⲟⲧⲉⲃ	5
ⲗⲁⲕϩ	5
ⲉⲣⲁⲡⲁⲛⲧⲁⲛ	5
ⲥⲟ	5
ⲃⲉⲣⲓ	5
ⲙⲟⲕϩ	5
ϣϫⲉⲙϫⲟⲙ	5
ϧⲱⲛⲧ	5
ⲙⲉⲑⲣⲉ	5
ⲉⲣⲉⲧⲉⲛⲉ	5
ϫⲁϭⲏ	5
ϩⲙⲟⲩ	5
ⲥⲱⲃⲓ	5
ϧⲟⲧϧⲉⲧ	5
ⲉϩⲣⲉⲛ	5
ⲃⲉⲗⲗⲉ	5
ⲫⲁϩⲟⲩ	5
ϩⲃⲟⲥ	5
ϯⲙⲕⲁϩ	5
ⲟⲩⲧⲱ	5
ⲉⲣⲁⲓⲧⲉⲓⲛ	5
ⲥⲁⲣⲁⲕⲏⲛⲟⲥ	5
ⲁⲅⲁⲑⲟⲥ	5
ⲃⲁⲃⲩⲗⲱⲛ	5
ⲁⲣⲉⲧⲉⲛϣⲁⲛ	5
ⲟⲩⲓⲏ	5
ⲓⲁⲧ	4
ϣϣⲏⲛ	4
ϧⲟⲙϧⲉⲙ	4
ϣⲉⲃⲓⲱ	4
ϩⲟⲣⲧϥ	4
ⲟⲩⲧⲁϩ	4
ϧⲣⲉ	4
ⲑⲉⲗⲏⲗ	4
ⲣⲟ	4
ⲥⲟⲩⲉⲛ	4
ⲧⲉⲛϩⲟⲩⲧ	4
ⲉⲣⲧⲟⲗⲙⲁⲛ	4
ⲙⲁⲓⲛⲟⲩϯ	4
ⲛⲁⲁ	4
ϧⲁⲣⲁⲧ	4
ⲙⲉⲧⲙⲟⲛⲁⲭⲟⲥ	4
ⲉⲣⲫⲟⲣⲉⲓⲛ	4
ⲛⲁϩⲣⲉⲛ	4
ⲕⲟⲓⲧⲱⲛ	4
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ	4
ⲓⲁⲕⲱⲃ	4
ⲡⲗⲏⲛ	4
ⲉⲡⲓⲑⲩⲙⲓⲁ	4
ⲉⲣⲭⲁⲣⲓⲍⲉⲥⲑⲁⲓ	4
ϣⲟⲗ	4
ⲓⲱⲥⲏⲫ	4
ⲉⲣⲙⲉⲑⲣⲉ	4
ⲧⲩⲡⲟⲥ	4
ϩⲏⲃⲓ	4
ϩⲑⲏ	4
ϩⲉⲗⲡⲓⲥ	4
ⲉⲣⲃⲱⲕ	4
ⲙⲟⲛⲟⲛ	4
ⲉⲣϩⲏⲃⲓ	4
ⲱⲣⲕ	4
ⲉⲣⲛⲟϥⲣⲓ	4
ⲁⲧⲥⲁϫⲓ	4
ⲉⲣϩⲙⲟⲧ	4
ⲕⲩⲣⲓⲁⲕⲏ	4
ⲉⲣⲙⲟⲛⲁⲭⲟⲥ	4
ϩⲁⲓⲣⲉⲥⲓⲥ	4
ϥⲱϫⲓ	4
ϥⲟϫ	4
ⲉϣ	4
ⲭⲏⲣⲁ	4
ⲁⲕϣⲁⲛ	4
ϩⲛⲁ	4
ⲉⲣⲭⲣⲓⲁ	4
ϫⲱⲃ	4
ⲙⲁϩⲃ	4
ⲉⲣⲙⲉⲛⲉⲩⲓⲛ	4
ⲧⲁϫⲣⲟ	4
ⲕⲏⲫⲁ	4
ⲥⲁⲃⲉ	4
ϩⲟⲡⲱⲥ	4
ⲡⲁⲣⲁⲃⲟⲗⲏ	4
ϧⲣⲏⲟⲩⲓ	4
ⲥⲱϥ	4
ϫⲉⲟⲩⲁ	4
ⲧⲣⲁⲡⲉⲍⲁ	4
ⲑⲟϣ	4
ⲕⲟⲩⲣ	4
ϯⲟⲩⲱ	4
ⲓⲟⲩⲇⲁⲥ	4
ⲥⲓⲙⲱⲛ	4
ⲣⲉϥϣⲱⲛⲓ	4
ⲙⲉⲧⲁⲑⲛⲁϩϯ	4
ⲥⲛⲟⲩϯ	4
ⲛⲉϩ	4
ⲣⲉϥϯⲱⲙⲥ	4
ⲙⲟⲛⲓ	4
ϣⲁⲓ	4
ⲃⲏⲑⲁⲛⲓⲁ	4
ⲁϫⲟ	4
ⲙⲡⲁⲧⲉ	4
ⲁⲗⲉⲕⲧⲱⲣ	4
ϫⲟⲗ	4
ⲡⲓⲣⲁⲥⲙⲟⲥ	4
ⲥⲏϥⲓ	4
ⲁⲩⲗⲏ	4
ϫⲱⲗ	4
ϣⲱⲟⲩⲓ	4
ϫⲱⲟⲩ	4
